Type;Split;Model;Train score (R²);Test score (R²);Finished at timestamp (s)
ExtraTreesRegressor;40;"ExtraTreesRegressor(max_features=0.6970554858085418, min_samples_leaf=9,
                    n_estimators=256, random_state=0)";0.6067599337330906;0.31306632804074863;146111.7786064148
ExtraTreesRegressor;41;"ExtraTreesRegressor(max_features=0.3305997898848817, min_samples_leaf=2,
                    min_samples_split=9, n_estimators=256, random_state=0)";0.8476297582906185;0.2960218744197448;147592.1302037239
ExtraTreesRegressor;42;"ExtraTreesRegressor(max_features=0.31203597027160446, min_samples_split=7,
                    n_estimators=256, random_state=0)";0.9344363370212403;0.32451682219931544;149070.17387366295
ExtraTreesRegressor;43;"ExtraTreesRegressor(max_features=0.36007585009254195, min_samples_split=7,
                    n_estimators=256, random_state=0)";0.9372400473805019;0.4137047948072381;150555.74489617348
ExtraTreesRegressor;44;"ExtraTreesRegressor(max_features=0.26205073663565154, n_estimators=256,
                    random_state=0)";1.0;0.28818131095362776;152111.84602999687
ExtraTreesRegressor;45;"ExtraTreesRegressor(max_features=0.4295411734061711, min_samples_split=22,
                    n_estimators=256, random_state=0)";0.7131617437413511;0.34983238173934483;153587.84459400177
ExtraTreesRegressor;46;"ExtraTreesRegressor(max_features=0.34183736527037106, min_samples_leaf=5,
                    min_samples_split=8, n_estimators=256, random_state=0)";0.6962371337031085;0.5024391876659859;155027.04821419716
ExtraTreesRegressor;47;"ExtraTreesRegressor(max_features=0.2935742377617231, min_samples_split=7,
                    n_estimators=256, random_state=0)";0.9323431635554321;0.14700148242462074;156514.1507411003
ExtraTreesRegressor;48;"ExtraTreesRegressor(max_features=0.5076908851367955, n_estimators=256,
                    random_state=0)";1.0;0.3627436339594843;158043.40171790123
ExtraTreesRegressor;49;"ExtraTreesRegressor(max_features=0.3622615867770864, min_samples_split=9,
                    n_estimators=256, random_state=0)";0.8994320032971858;0.3633915325114978;159517.8939397335
ExtraTreesRegressor;50;"ExtraTreesRegressor(max_features=0.350023895553192, min_samples_leaf=2,
                    min_samples_split=22, n_estimators=256, random_state=0)";0.6331852788215468;0.33642968516672345;160952.93085289001
