,0,1,2,3
0,6.29770998984259,6.29770998984259,6.29770998984259,
1,5.8984590333728875,5.893633999089539,5.888808964806194,5.883983930522848
2,5.9951144455909935,5.987541142933208,5.97996784027542,5.9723945376176335
3,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684
4,6.149807768112079,6.149807768112079,6.149807768112079,
5,5.529833645071243,5.529833645071243,5.529833645071243,
6,5.5301595598698485,5.5301595598698485,5.5301595598698485,
7,6.263184226422941,6.263184226422941,6.263184226422941,6.263184226422941
8,5.885591592564229,5.885591592564229,5.885591592564229,
9,6.520363342303017,6.267443280698069,6.014523219093118,
10,5.640872426579426,5.640872426579426,5.640872426579426,
11,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672
12,5.981834615938712,5.981834615938712,5.981834615938712,
13,6.513900375501732,6.377552605243888,6.241204834986044,
14,6.627511104479123,6.358331167754608,6.089151231030092,5.819971294305578
15,6.308134008094738,5.988139121081306,5.6681442340678725,5.3481493470544414
16,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885
17,6.190927205701098,5.875971763747897,5.561016321794695,5.246060879841495
18,5.897057230577397,5.897057230577397,5.897057230577397,5.897057230577397
19,5.933129812185796,5.933129812185796,5.933129812185796,
20,6.378558882017922,6.3308091850156,6.28305948801328,
21,5.925220533612877,5.925220533612877,5.925220533612877,5.925220533612877
22,5.9648158636674475,5.9648158636674475,5.9648158636674475,
23,6.004417876649428,6.004417876649428,6.004417876649428,6.004417876649428
24,6.056591340055588,6.056591340055588,6.056591340055588,
25,5.947809358999743,5.927747520740786,5.90768568248183,5.887623844222875
26,5.92500048783091,5.92500048783091,5.92500048783091,
27,5.966770861404593,5.966770861404593,5.966770861404593,
28,6.03924415079778,6.03924415079778,6.03924415079778,6.03924415079778
29,6.352931510189209,6.352931510189209,6.352931510189209,6.352931510189209
30,6.353919468870112,6.353919468870112,6.353919468870112,6.353919468870112
31,6.002017048725295,6.002017048725295,6.002017048725295,
32,6.191724332770908,6.191724332770908,6.191724332770908,6.191724332770908
33,6.064504244247101,6.059354197636369,6.054204151025637,6.049054104414906
34,5.990932063810871,5.990932063810871,5.990932063810871,
35,5.784790847276847,5.775200354177847,5.765609861078846,5.756019367979847
36,6.197174301543016,6.197174301543016,6.197174301543016,6.197174301543016
37,5.930559206277401,5.930559206277401,5.930559206277401,
38,5.593188075954219,5.593188075954219,5.593188075954219,
39,5.827664468621357,5.827664468621357,5.827664468621357,5.827664468621357
40,6.083980187219854,6.083980187219854,6.083980187219854,6.083980187219854
41,6.010042208143008,6.010042208143008,6.010042208143008,6.010042208143008
42,5.890529931864046,5.890529931864046,5.890529931864046,5.890529931864046
43,5.531913964812901,5.531913964812901,5.531913964812901,5.531913964812901
44,5.90409249861734,5.90409249861734,5.90409249861734,5.90409249861734
45,6.123878633323272,6.123878633323272,6.123878633323272,6.123878633323272
46,5.903321796948538,5.903321796948538,5.903321796948538,5.903321796948538
47,6.292952928810603,6.261492755189575,6.230032581568548,6.198572407947519
48,6.70697177629499,6.70697177629499,6.70697177629499,
49,5.795891928524639,5.795891928524639,5.795891928524639,5.795891928524639
