,0,1,2,3,4
0,5.659335621886994,6.457303581831491,7.255271541775988,8.053239501720483,
1,5.3209462291243055,6.084401254830397,6.847856280536489,7.61131130624258,8.374766331948672
2,5.603528393680726,6.115040505840182,6.626552617999636,7.13806473015909,
3,5.430876861223603,6.156327069764445,6.881777278305286,7.607227486846127,8.332677695386968
4,5.593457000002935,6.198186095773743,6.802915191544554,7.407644287315363,
5,5.059265950191861,5.731505514305264,6.403745078418667,7.07598464253207,
6,5.053881930767341,5.7542902088592625,6.454698486951188,7.1551067650431115,
7,5.640055097408996,6.470893936094257,7.301732774779513,8.132571613464773,
8,5.305571788213349,6.272271462131484,7.23897113604962,8.205670809967756,
9,5.676727660901004,6.415122185647337,7.153516710393665,7.8919112351399985,
10,5.259468815211232,5.855411957974038,6.451355100736846,7.047298243499655,
11,5.503918457832105,6.198910487736657,6.893902517641208,7.5888945475457605,8.28388657745031
12,5.537905411511731,6.2105254182192775,6.883145424926823,7.555765431634371,
13,5.702089945507878,6.562823569390282,7.423557193272685,8.284290817155089,
14,5.609112290481429,6.451719280216724,7.294326269952022,8.136933259687321,8.979540249422618
15,5.420875122420203,6.2312522633646354,7.041629404309068,7.8520065452535,
16,5.432695831487795,6.1101509980605195,6.787606164633246,7.4650613312059715,8.142516497778699
17,5.465361869304799,6.087255114250062,6.709148359195325,7.331041604140588,7.952934849085849
18,5.266869903983372,6.026131743253282,6.785393582523191,7.544655421793099,
19,5.265349327309534,6.167755387953131,7.070161448596728,7.972567509240324,8.874973569883924
20,5.703241598954886,6.428425581542102,7.1536095641293125,7.878793546716524,
21,5.279588323008925,6.272868647015005,7.266148971021085,8.259429295027164,
22,5.25799222945042,6.226243783172376,7.194495336894331,8.162746890616285,9.13099844433824
23,5.38128566258413,6.201196470564787,7.021107278545441,7.8410180865260966,8.660928894506752
24,5.5917261096547834,6.195447188097387,6.799168266539988,7.402889344982587,
25,5.374770843565463,6.011759794681395,6.648748745797329,7.285737696913262,7.922726648029195
26,5.4067608569531584,6.180252843337863,6.95374482972257,7.727236816107275,
27,5.292747981428631,6.114727103350535,6.936706225272438,7.758685347194343,
28,5.483567819692819,6.244768273261259,7.0059687268297,7.767169180398141,
29,5.688784886953169,6.4610484023439145,7.23331191773466,8.005575433125406,8.777838948516152
30,5.684582662713113,6.6142171157089455,7.5438515687047785,8.473486021700614,
31,5.630164088267032,6.211184338983068,6.792204589699104,7.373224840415139,
32,5.648493471797241,6.497291692068595,7.346089912339953,8.194888132611311,
33,5.207801397903178,6.285781524737733,7.363761651572288,8.441741778406845,
34,5.345623064084262,6.194713853198224,7.0438046423121845,7.892895431426144,
35,5.356005999675635,6.0220027841616215,6.687999568647607,7.353996353133593,8.01999313761958
36,5.594565629467925,6.271654025057915,6.948742420647904,7.6258308162378965,
37,5.241293672658348,6.172733582954366,7.104173493250382,8.035613403546398,
38,4.963320149078067,5.781330443722421,6.599340738366776,7.417351033011129,8.235361327655484
39,5.1447906149485005,6.120324691624007,7.09585876829952,8.071392844975026,9.046926921650536
40,5.4639743594183905,6.290648796487008,7.1173232335556245,7.943997670624243,8.77067210769286
41,5.4778175600036585,6.143098370177845,6.808379180352033,7.47365999052622,
42,5.247331398349726,6.179503186051639,7.111674973753554,8.043846761455468,8.976018549157384
43,4.934543245103225,5.73103753804946,6.527531830995693,7.324026123941929,8.12052041688816
44,5.461888275342262,6.043735937546312,6.625583599750363,7.2074312619544125,7.789278924158465
45,5.496050843746369,6.261694489571861,7.0273381353973505,7.792981781222842,
46,5.374604380614427,6.119276797986414,6.8639492153584,7.608621632730387,8.353294050102372
47,5.909375993991025,6.387849070117951,6.86632214624488,7.344795222371808,7.823268298498735
48,6.080559018082876,6.84447701590253,7.608395013722182,8.372313011541838,
49,5.180952557850815,6.023335257403999,6.865717956957184,7.708100656510368,
