,0,1,2,3
0,6.159400380383509,6.324054677358607,6.488708974333705,6.6533632713088
1,5.6297832021446075,5.955405790119011,6.281028378093413,6.606650966067815
2,5.744057045281231,6.030063436480157,6.316069827679082,
3,5.803644876641768,6.05346656675795,6.303288256874131,
4,6.1003655704194,6.161405320657275,6.222445070895151,6.283484821133026
5,5.251696783105754,5.571394325594822,5.891091868083888,6.2107894105729535
6,5.272244997917531,5.562036640560584,5.85182828320364,
7,6.168938941189192,6.27137946861718,6.373819996045166,6.476260523473153
8,5.618321078699991,5.940333746006303,6.262346413312614,6.584359080618924
9,6.043299173198235,6.300936078370459,6.558572983542678,
10,5.511667577844598,5.671179736776485,5.830691895708373,5.99020405464026
11,5.889942723329158,5.990605880117579,6.091269036905999,
12,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712
13,6.215667564861588,6.385339185586926,6.555010806312266,6.724682427037604
14,6.211791158808017,6.3727654955279185,6.533739832247821,
15,5.908815761537529,5.995984288508712,6.083152815479895,
16,5.755246681331311,5.975748504093583,6.196250326855857,
17,5.6872106050888975,5.892051234136423,6.096891863183945,6.301732492231467
18,5.762800602158795,5.932745701422849,6.102690800686902,
19,5.792420345927246,5.950520869813257,6.108621393699267,
20,6.142953549526419,6.36272149697394,6.582489444421462,6.802257391868982
21,5.744754259326523,5.962183505454659,6.179612751582798,
22,5.9648158636674475,5.9648158636674475,5.9648158636674475,5.9648158636674475
23,6.004417876649428,6.004417876649428,6.004417876649428,
24,5.899370912613514,6.06662668648806,6.233882460362607,6.4011382342371554
25,5.837806293952184,5.930811331793144,6.023816369634102,6.116821407475064
26,5.92500048783091,5.92500048783091,5.92500048783091,
27,5.693264813557559,5.966770861404593,6.240276909251626,6.513782957098658
28,5.881114282753181,6.083844882810359,6.286575482867539,
29,6.262154152626875,6.367709219559821,6.473264286492768,
30,6.0733469134681295,6.392179362788564,6.711011812108999,7.029844261429433
31,6.002017048725295,6.002017048725295,6.002017048725295,
32,5.957838335334636,6.229798797469837,6.501759259605037,6.773719721740238
33,5.951345055289716,6.071412436192784,6.191479817095851,
34,5.961821100988911,5.993123211550161,6.02442532211141,
35,5.717442270164588,5.7827700271727,5.848097784180809,5.9134255411889205
36,6.080185471694425,6.219457888180842,6.358730304667261,
37,5.796248440576014,5.9488743106912265,6.101500180806439,6.254126050921652
38,5.593188075954219,5.593188075954219,5.593188075954219,
39,5.792832069884571,5.828016311032839,5.863200552181109,5.898384793329376
40,6.015536449137515,6.089131866430352,6.162727283723191,6.236322701016028
41,5.978814290714029,6.018850082289643,6.058885873865258,6.098921665440868
42,5.764197676237399,5.8918060152542155,6.019414354271031,6.1470226932878465
43,5.490278666879739,5.535534425502741,5.580790184125743,5.6260459427487435
44,5.806931306834019,5.9137018472552505,6.020472387676482,6.127242928097713
45,6.123878633323272,6.123878633323272,6.123878633323272,
46,5.891996403750749,5.905165465608644,5.918334527466536,
47,6.078035862426994,6.266187401111043,6.454338939795096,6.642490478479144
48,6.353777515262428,6.70697177629499,7.060166037327556,7.413360298360118
49,5.674907973571064,5.80361430862806,5.9323206436850535,6.061026978742047
