,0,1,2,3,4
0,2.0,3.0,4.0,5.0,
1,1.0,2.0,3.0,4.0,5.0
2,2.0,3.0,4.0,5.0,
3,1.0,2.0,3.0,4.0,5.0
4,1.0,2.0,3.0,4.0,5.0
5,1.0,2.0,3.0,4.0,5.0
6,2.0,3.0,4.0,5.0,
7,1.0,2.0,3.0,4.0,5.0
8,2.0,3.0,4.0,5.0,
9,2.0,3.0,4.0,5.0,
10,1.0,2.0,3.0,4.0,5.0
11,1.0,2.0,3.0,4.0,5.0
12,1.0,2.0,3.0,4.0,5.0
13,2.0,3.0,4.0,5.0,
14,1.0,2.0,3.0,4.0,5.0
15,2.0,3.0,4.0,5.0,
16,1.0,2.0,3.0,4.0,5.0
17,1.0,2.0,3.0,4.0,5.0
18,2.0,3.0,4.0,5.0,
19,2.0,3.0,4.0,5.0,
20,2.0,3.0,4.0,5.0,
21,1.0,2.0,3.0,4.0,5.0
22,1.0,2.0,3.0,4.0,5.0
23,1.0,2.0,3.0,4.0,5.0
24,2.0,3.0,4.0,5.0,
25,2.0,3.0,4.0,5.0,
26,1.0,2.0,3.0,4.0,5.0
27,2.0,3.0,4.0,5.0,
28,1.0,2.0,3.0,4.0,5.0
29,2.0,3.0,4.0,5.0,
30,1.0,2.0,3.0,4.0,5.0
31,1.0,2.0,3.0,4.0,5.0
32,2.0,3.0,4.0,5.0,
33,2.0,3.0,4.0,5.0,
34,2.0,3.0,4.0,5.0,
35,1.0,2.0,3.0,4.0,5.0
36,2.0,3.0,4.0,5.0,
37,2.0,3.0,4.0,5.0,
38,1.0,2.0,3.0,4.0,5.0
39,2.0,3.0,4.0,5.0,
40,1.0,2.0,3.0,4.0,5.0
41,1.0,2.0,3.0,4.0,5.0
42,2.0,3.0,4.0,5.0,
43,1.0,2.0,3.0,4.0,5.0
44,1.0,2.0,3.0,4.0,5.0
45,2.0,3.0,4.0,5.0,
46,1.0,2.0,3.0,4.0,5.0
47,2.0,3.0,4.0,5.0,
48,2.0,3.0,4.0,5.0,
49,2.0,3.0,4.0,5.0,
