,0,1
0,5.642816280321411,7.007178175157202
1,5.304836658737133,6.740692365241378
2,5.560735498026589,6.7132408487663975
3,5.517405463120008,6.8022415324063585
4,5.686414983674763,6.973617162667306
5,5.111199400036154,6.506646883486448
6,4.911039257094433,6.458840014032975
7,5.556465126192662,7.060122786257083
8,5.278762342433415,6.723593890363926
9,5.889438520305854,7.108808715119448
10,4.879324378717648,6.499639374168242
11,5.022641060829118,7.096275794172772
12,5.415534771886999,6.763867733914886
13,5.629007448021242,7.537865714982553
14,5.881080210705497,7.237257154369148
15,5.3936720207739555,6.879839771542331
16,5.197854361031591,6.97683909774938
17,5.2502637509256465,6.527575824142567
18,5.200453151395046,6.859034292305406
19,5.356874830739615,6.873335308229566
20,5.879417871174025,7.108428121530071
21,5.137876754601309,7.012504799866945
22,5.432963905084276,6.910330456704198
23,5.4907832217490045,6.8789849917501495
24,5.41205619098966,6.876908802503131
25,5.427324641403926,6.71354666610238
26,5.224799188927683,6.932607235033115
27,5.500765280853228,6.871369929533711
28,5.480852194977171,6.749924821842192
29,5.734338213525012,7.207179396058812
30,5.552358570553755,7.33360501125677
31,5.487098960378164,6.68458288676684
32,5.372967866594324,7.043899430220007
33,5.414258213741258,6.950323652696539
34,5.414367948531374,7.0616939921870845
35,5.380876253771718,6.6965686542053495
36,5.694700744949735,6.8910663558861165
37,5.360202087890194,6.901707813261023
38,5.175429366102301,6.4413648505020555
39,5.201608367078162,6.89365188476247
40,5.301510232037374,6.866450142402333
41,5.38121853050181,6.843599176179014
42,5.229590474048748,6.666415382342877
43,5.106620631844549,6.524265075072387
44,5.381860511662494,6.720916888469791
45,5.612606153789289,6.994423666043295
46,5.342258941183866,6.85864503784514
47,5.958171093561271,6.89720311231881
48,6.112087377848178,7.563024935035526
49,5.2512604332231945,6.723237447551423
