,dmq_cope_2,geschlecht_kod_male,dmq_cope_4,dmq_cope_1,upps_ur_5,upps_ss_2,upps_pe_5,upps_ur_2,upps_ss_4,ffmq_ob3,upps_ss_3,dmq_cope_5,dmq_cope_3,ffmq_ds1,ffmq_ob2,ffmq_nr7,ffmq_aa3,ffmq_ds4,upps_pm_1,ffmq_nj4,erwerbstaetig_sub,ffmq_ob1,ffmq_nr2,ffmq_ob4,upps_pe_1,ffmq_nj3,upps_ss_5,ffmq_nj1,upps_pm_5,ffmq_nj2,ffmq_nr5,ffmq_nr4,ffmq_ds2,ffmq_ds3,upps_ur_3,ffmq_nr6,ffmq_nr3,upps_pm_4,upps_ur_4,ffmq_aa4,ffmq_aa1,upps_pm_2,ffmq_nr1,upps_pm_3,ffmq_aa2,upps_ss_1,upps_pe_4,upps_ur_1,upps_pe_2,upps_pe_3,Data
0,0.7748862951101765,0.6514087632118928,0.5844507400506557,0.6057554167451606,0.22827077976453716,0.3365801050803156,0.16937223830899062,0.013878774859897556,0.09547737522876393,0.0456063999510311,0.0,0.18967550419928653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16504213747400417,0.0,0.0,0.0,0.0,0.0,0.0,0.01326734940712859,0.0,0.0,0.0,0.0,0.0,0.031002549997695205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
1,0.8978351002336724,0.48602829151507604,0.5652882397240824,0.48177970095485434,0.4539153368487214,0.2500368932808276,0.20049347587983735,0.17809757611076896,0.23758024934491254,0.1582664373189069,0.28883022576972467,0.01732057455531532,0.0066630247466076716,0.09079582565995586,0.1108743857507501,0.07655165780125164,0.11439824971336636,0.1171042601118503,0.07302416214205049,0.1107515448384519,0.0456128974565173,0.0,0.037319050429575916,0.14007420487570985,0.05869011330765131,0.019562616953272036,0.029040403126955307,0.029869201273169662,0.0,0.034418065671120955,0.07501063179892171,0.022359173308777885,0.010620590922500044,0.01056274968182409,0.0065717424309844445,0.0,0.00828045946101947,0.009433738859467954,0.01433333370970931,0.017129918729296704,0.008950591347618194,0.0,0.014208071361054697,0.044005711319728594,0.0048229095643337995,0.07377167111712088,0.009966581028044772,0.0,0.007929632938808577,0.0029614356916920874,original
2,0.6550146158502756,0.48067938062960913,0.1733873769022959,0.20399680576140813,0.10575166688808867,0.0779535402749367,0.09323737849526231,0.2531920341364761,0.1406841728889011,0.10857232934395089,0.3072983763411193,0.39233995987041476,0.3026101373381034,0.19640251959662727,0.03865894367754548,0.04837751321467735,0.1407538941812954,0.10380070382754276,0.05915767376656973,0.07791376269008245,0.0521432107250573,0.14687318301392807,0.052699620302519096,0.0369249502698378,0.04653600288935087,0.1308028219341741,0.0466066564022054,0.06155764842907706,0.16378559952373045,0.10226736557716906,0.0275705838990064,0.06957662962330889,0.08871328627390138,0.06041124497220683,0.03296344913656707,0.031781845932640954,0.04720732238675061,0.016308859207857285,0.07167696294104846,0.027319748930656897,0.031069029352218266,0.02346752651505424,0.0583030638965397,0.03346435066628429,0.02114479740432548,0.029618025139634095,0.021632698630499655,0.020253366272570864,0.09108901327720371,0.028912790225420926,original
3,1.1003577920505272,0.569773220899312,0.6972884399687516,0.4215758641438046,0.3546761502760979,0.2373179799532183,0.2449900861177154,0.16274583906112158,0.11297732013205525,0.14116925201313035,0.1315784899583195,0.017235290032270596,0.05076945384535565,0.01781221554922182,0.06773431175235435,0.1350483647495716,0.06274133404257105,0.041524026381685133,0.04293815508671692,0.13226286133132872,0.02898183549308335,0.009720161641898213,0.014343394015942076,0.07184464877253763,0.03408918571153603,0.005653088612276977,0.018809242601392814,0.010209155356548988,0.11032090547086858,0.06565959789980162,0.04875429212923603,0.0,0.0,0.06780789477616739,0.0,0.019500639233186554,0.017257747071939767,0.04621915752938273,0.01953119445004904,0.035243933887026575,0.0,0.0,0.003598238129409616,0.0,0.0,0.0,0.031218408498654916,0.0,0.0,0.0,original
4,0.9625651516681295,0.48507691425797517,0.49062070509170896,0.5323979352194774,0.16976018021726516,0.1516504825325293,0.2445546063530496,0.1767233626053474,0.20228508633005785,0.03472537818113226,0.06464471346161162,0.15136849033494248,0.02757414599902777,0.05100895211711142,0.13832196889219386,0.08070528886639612,0.10630968656350324,0.06301737852480381,0.06015204778406345,0.021909238660443517,0.041191832028419036,0.007104883365550402,0.032151347353034564,0.018499504138615574,0.041481365694592334,0.005473384911748475,0.017307882643297762,0.1190546693359933,0.0,0.017081070364257992,0.004676755592436838,0.04142225403533386,0.06888346890948636,0.014257147976247027,0.008332792368978643,0.007512910456556595,0.022832226567488102,0.04643793017307278,0.004967148454325382,0.012407193595829256,0.01606164872813562,0.008462465250788554,0.006873539155307875,0.010777813996281367,0.01800327770206145,0.0077820742670467805,0.009707173660892176,0.0,0.0,0.0,original
5,0.8124734909522745,0.5627139614541214,0.3795865174540364,0.5283531065874829,0.12153989382245099,0.34325794858391506,0.30721900405493274,0.1302833812222508,0.18092680571717407,0.14322051557432577,0.09070813731531276,0.2179802779920164,0.10953027997360602,0.1231791508799332,0.08162548253984275,0.13179502712886035,0.05296472412484174,0.03355932503970795,0.025527266387071014,0.07985934055982237,0.1150069752680385,0.10294410449636313,0.17959440750468517,0.12379781241787657,0.03685772690999887,0.046264146648819296,0.013876931933901488,0.02216078454628285,0.03495379598599971,0.04945839592996079,0.021420621857665526,0.007510242079033268,0.043211509770836605,0.013599714609090974,0.028959328428563684,0.015699579107826222,0.005671434646955848,0.039328953422308376,0.030546220243432815,0.014096633138917352,0.02323839899931929,0.08659182402552944,0.024343098105460235,0.008558310064351196,0.04441920786570371,0.007533830495893704,0.024002711749386906,0.022816674908820826,0.038644565687155484,0.011675389210287632,original
6,0.9917390881979486,0.48499403062300167,0.33452311034285115,0.3988928299832104,0.26311893710284506,0.3112771178181913,0.0,0.1672183111301004,0.14755494389907103,0.14773483247343325,0.12348751705331186,0.03959970330783638,0.17424042656454752,0.05836812562093893,0.09277174358749551,0.0031866047829314857,0.0,0.0,0.02304410545042546,0.0261983582249924,0.0,0.04519009731513633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030224755102664994,0.0,0.011333006562921135,0.0,0.0,0.0,0.0433785608943956,0.0,0.0,0.0,0.0,0.010348189074421053,0.0041130380832385995,0.0,0.0,original
7,0.5501023575593967,0.7232997489902313,0.8442506295166542,0.4870648652003404,0.14710382871380953,0.3037115826772792,0.21070378144145102,0.28039765798720895,0.08949005378988933,0.11461255258351544,0.03838002701836762,0.030448573265428068,0.11597471510628075,0.08395323174851813,0.016100400125792464,0.051893209598878484,0.05724569003542279,0.045846476028901025,0.03821364228222542,0.03363690603743493,0.037791753421138254,0.0,0.008125378770525405,0.05818013934013309,0.024527102477887027,0.023775726895919877,0.01675042702838984,0.0560565996334261,0.041450127108619055,0.0,0.02136799528689537,0.024197860334536435,0.011243110931859052,0.011678113296142314,0.0,0.0040385278194552034,0.01460400571555891,0.0,0.027574715504287316,0.0,0.007071387021930343,0.0,0.0044949081100155,0.020870194768276628,0.013248951756140047,0.006958820317104658,0.015535041886161408,0.008056772786132729,0.0,0.0,original
8,0.9147201957495171,0.6434180851506239,0.7567496977223291,0.5850349917390757,0.35186623860285365,0.12300966435675172,0.4004279763915705,0.04536841294812399,0.13274284104403095,0.11034720679707419,0.0,0.06554335616182422,0.0,0.0,0.0,0.0,0.0,0.0,0.07059448544327762,0.0,0.05751326616512979,0.011616298894433412,0.0,0.0,0.0,0.0,0.0378942663036358,0.0,0.0,0.0,0.0,0.0,0.0,0.012716436776485722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
9,1.0653400648531715,0.3768749152669502,0.7355996342831657,0.3948149402500763,0.2259604244446442,0.25275619980021813,0.17671537077789293,0.03955075939485228,0.09926023096191916,0.1675909616870685,0.17690743649754181,0.1003730194557047,0.0201510929074769,0.05281622764338123,0.1464212976207717,0.0334252316136746,0.06783827254834696,0.024556314865360074,0.04921737886310786,0.05693679589281614,0.038338498013759006,0.0031750355381762797,0.017132385904753522,0.011196312289220354,0.06125001943515357,0.06760279560646752,0.07577256654173777,0.16685931515794292,0.17725291791646008,0.031034903785642342,0.023812314926766234,0.008755023559765056,0.0,0.00550182780307551,0.006754890547893085,0.005816396628329208,0.0328407932268119,0.0,0.008615971805932295,0.00611363271351992,0.021758121767823862,0.0,0.012927960582523802,0.0,0.0028791471144881888,0.0,0.0,0.0,0.0,0.0,original
