,dmq_cope_2,dmq_cope_4,geschlecht_kod_male,dmq_cope_1,upps_ur_5,upps_ss_2,upps_pe_5,ffmq_ob3,upps_ss_4,upps_ur_2,ffmq_ds1,ffmq_ob2,ffmq_nr7,upps_ss_3,ffmq_nj4,ffmq_ob1,dmq_cope_5,dmq_cope_3,ffmq_ds4,ffmq_nr6,upps_pm_5,upps_pe_1,ffmq_ds2,ffmq_aa2,upps_ss_5,ffmq_nr2,ffmq_aa3,ffmq_nj1,upps_ss_1,ffmq_aa4,upps_pe_4,upps_pe_3,upps_pe_2,upps_ur_1,ffmq_ob4,upps_pm_4,upps_pm_3,upps_pm_2,ffmq_nr3,ffmq_nr4,upps_ur_4,ffmq_aa1,ffmq_nr5,ffmq_nj2,ffmq_ds3,ffmq_nj3,upps_ur_3,upps_pm_1,ffmq_nr1,erwerbstaetig_sub,Data
0,0.1146682751582033,0.08385783051520854,0.08597598450242744,0.04879949295218807,0.022358002908523366,0.00942488872849353,0.012503717947347203,0.002041582564708588,0.0026111123408141257,0.0006311899402926646,0.0,0.0,0.0,0.0,0.0,0.0,0.012845036111795804,0.0,0.0,-0.00021881481672239022,0.00036132009942534403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017724580994458393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
1,0.11578922632550288,0.11913667187305818,0.02785408485995581,0.05649844939531875,0.011856482008970104,0.002154769512806498,0.014986649576902733,0.006325558690997634,0.00570406807769216,0.010275437948990895,0.0007587362298483224,0.012380707615059595,0.002543199853698641,-0.010712669956706588,0.009481271400738145,0.0,0.0007633829972945927,-0.000816054620597062,-0.0005730506190641527,0.0,0.0,-0.0017865289412187346,0.00042906897347766426,3.870147455383721e-05,0.00032271985170794214,5.8848520829080096e-05,0.000598701312344907,0.003222517663579305,-0.0026851489332062163,3.350722451153088e-05,-0.00011672426322255625,5.952908143379565e-05,-0.0002461066222825936,0.0,0.004330803726823163,-0.0004056625515502565,-0.003853187955240123,0.0,0.00013271916135947358,-0.0006974050520750397,-0.0003665915877946957,0.00027496951087616626,-0.006586412419075005,-0.0002366592153324243,0.0010734486571021828,-0.0018186793631430054,-7.263480071008077e-05,-0.0004776543693765678,0.0005343426313895727,0.0021727187923838544,original
2,0.062089204141121755,0.029476606963236583,0.035840815646205545,0.015083260929576726,0.009922878834856753,0.006090093387554096,-0.0049176925453415345,0.00047436950837287384,0.015794717811816107,0.010103743743712224,0.013950128395743878,0.0006048232898127837,-0.0020021237261219627,0.00023009172288945834,0.010043577631679202,0.01112315421831731,-0.01956525618029754,0.0031116853432236803,0.0038359229930735816,0.0015788099397264221,-0.0010785850599852598,0.0016822952457514972,0.0006434259468055869,0.001546404744224883,0.0031491762941869617,0.002192215573792089,0.004053695820477221,-0.004658339086852137,0.0015985634823258543,-0.001374584877609031,0.0030786040578875684,0.002596610314134884,-0.0027230067802808565,-0.002822488984080662,-0.002424560558170685,-0.0007914494738052502,0.0011568386825995258,-0.0012759815148488784,0.0014620340166295986,0.00017713089702007246,0.005447418954023686,0.002366291466514581,-0.0024456457775715703,-0.0014791990390782938,0.0021892085840008015,-0.0015870510527099424,0.002061097111164656,-0.00016646980230401455,-0.0022146992013972857,0.0013399204940752862,original
3,0.14007357390286712,0.10103627366059198,0.04320054539941337,0.05027569750691868,0.02475281656559023,0.0075137135382132405,0.012631625915114974,0.011588088123706286,0.0010027884704772783,0.004196964151429649,0.001373742575581105,0.0006915146890162704,0.0008507538764820022,0.0030838907952013273,-8.404641625325837e-07,0.0005932546860955012,0.00025254967382301043,-0.0007281728001488408,0.002532053802122125,0.0006186884523918356,0.001036797175601989,-0.0001582217271833497,0.0,0.0,0.0004338410895275424,9.540337574118763e-05,0.004979380297793923,0.0001370070027598036,0.0,0.0008857078326268697,-0.0008161559930622841,0.0,0.0,0.0,0.002523543492539615,-0.0005124347877096813,0.0,0.0,-0.0005203712618676359,0.0,-0.0003918367507714793,0.0,0.0009190190136944332,-0.0016971396476938682,-0.0018844464891044188,-1.743620114799116e-05,0.0,-0.001443621936562256,-0.0005604296979478174,0.0005062894081230507,original
4,0.08778704577938233,0.0720368151081598,0.05223527049861367,0.05166950741574976,0.01745591756974546,0.00805942080048352,0.010571405485594276,0.0025230693555327033,0.006048165797770688,0.003520018343240694,-0.0007700628066884318,0.005708632672382507,0.0030604538276482462,0.004938714961648405,0.001024903865853799,-0.0004258999838791744,0.005859197229757607,-0.0006893911566071776,0.0007656409685012355,-0.00013954722974510725,0.0,0.0009944622105419686,-0.0013264883140682304,-0.00038593224905950627,0.0012423829292609102,7.541421396750625e-06,-0.0012679502411777955,0.003561552008118918,0.00025498057251904793,0.0010516512448019767,-0.00047363053042072113,0.0,0.0,0.0,0.0002533892071891031,-1.7810507929238993e-05,-0.0002462181323811596,0.0006382361508007861,0.00034218530689944515,0.0010148688164601683,0.0004925760786467115,-8.159508414333772e-05,0.0002820928272256995,-0.0012024202816448225,0.0009341427225410647,-0.00051991024372392,-0.00013894034921783094,0.0011901007369152228,-7.496311684377366e-05,-0.00017027032588117218,original
5,0.2021882396382204,0.04084054344781566,0.0271484204849071,0.04063568585287282,0.01685928592608076,0.003956244160295086,-0.01572002810488332,0.00911530690627559,-0.0017935555794927783,0.006109420677433241,0.030504179055987613,0.0009359398366405314,0.006117225272864712,-0.011665037958050684,0.0006737146011267847,0.013530080818545554,0.003256946873112121,-0.0008859261093774107,0.00028894375188046604,-0.00010595546245587562,-0.0048701048608929655,0.006412718113639459,-0.007318017288009349,-0.00020342443182875815,-0.00105139729510213,-0.01625735355223463,-0.008306508842890182,0.002395299216658009,0.0010423136560677392,0.0012976217481140528,-0.0006529111618532091,-0.000847602945287318,0.0035654910023861343,0.0011059377547475325,-0.012816212046051744,-0.00501783416533067,-0.0014079601310827527,-0.005642143931886656,0.0002812352319839451,0.0014644094229620541,-0.002201284635314693,0.0008103445798810727,-0.0003245416453725447,-0.004305532430423353,-0.0044621516649432594,0.004676552329325156,0.002013792230735356,-0.0012686703682106004,0.0017361309071881159,0.001589330028544811,original
6,0.08451576286093257,0.03909323566837954,0.03954238480011457,0.029249394082921022,0.018763732805885648,-0.0008652065366305806,0.0,-0.0032555698850234016,-0.004607896086014673,0.0008820962020956502,0.003313858404658332,0.0006880817674189798,-0.00033196872367434737,0.0003968532370407951,0.0006365185746233127,0.0015051391165954663,0.0,0.005417341053531944,0.0,3.161125252775232e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004886230730041686,0.0,0.0,0.0,0.0,0.0,0.0,0.0023405744494527704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007489662947456788,0.0,0.0,original
7,0.12738600512098494,0.055418630958659086,0.04228461857292994,0.03333111282295139,0.010631892104626428,0.019023819506130534,0.009662784513533695,0.00860986865236455,0.0037054235256932743,0.002406019027908035,0.004185565412233283,1.6012711031043737e-05,0.004373991313519343,0.0026033942140077037,-0.0011988645602311943,0.0,0.00016076855210793716,-0.0004285206454799462,0.0012464682184637366,0.00012710088295897481,-0.0016797973935446463,0.0002763457629587851,-0.0009725306826324443,-0.0014293806652139307,0.001651588738325349,7.082678957398558e-05,0.0025522107179961617,-0.002530215770391897,-0.00014750422421666576,0.0,-0.000722491423367766,0.0,0.0,-0.0002652192360959482,0.0016877074750295984,0.0,0.0003330740210063521,0.0,4.749993917322337e-05,-0.0006624165202490651,-0.0007658420703595903,0.00032159998457592653,-0.001345608309277002,0.0,0.0011567126658532767,-0.0011109174429304702,0.0,0.0008687787166027471,-0.0002780726799397115,-0.0020796340895825383,original
8,0.11139888179798985,0.03248374061053744,0.13777636237942972,0.0436738568493232,0.023671747743284142,0.01051379598926513,-0.004906578769148617,0.0066763512790606995,0.0036497574787225594,-0.0008996567902031183,0.0,0.0,0.0,0.0,0.0,0.0003599025970227321,0.001778263354491738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013647914328685728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012522206502360578,0.0,0.0,-0.0019675728698259733,0.0,-0.0014154684007232298,original
9,0.08527181088870174,0.08110759989317501,0.04069583169953671,0.026511290447510227,0.02815477389345191,0.00042202670784629025,0.011780229603121906,0.0011238267012675719,0.0016707946845489375,0.0038765815318021367,0.0013970703424373676,0.0050729937193598525,0.0011618929215335473,0.007611580508120575,0.001045169086953901,-2.991296794038201e-05,-0.0009236614791278575,0.0007105283891245317,0.0007716176836960132,3.0462175199907903e-05,-0.001377870033230122,-0.00012781639917383014,0.0,7.174560599146896e-05,-0.0011527986961224813,-0.00039346902634769255,-0.0007515702334564556,-0.009967894299903846,0.0,0.00037408963496458056,0.0,0.0,0.0,0.0,0.0012168647154519707,0.0,0.0,0.0,-0.002418777312722553,-0.0006891144715376774,-0.0003612974880978448,0.0013915349374704622,-1.3935959155342293e-05,0.0015105798590402952,-8.819143366306514e-05,-0.003397158014707524,-0.00023678934726405475,0.0016185073572259844,-0.00047136093445695473,-0.001272158761656672,original
