,dmq_cope_2,dmq_cope_4,geschlecht_kod_male,dmq_cope_1,dmq_cope_5,upps_ss_2,dmq_cope_3,upps_ss_4,upps_ur_5,upps_ur_2,upps_ss_3,upps_pe_5,ffmq_ob3,ffmq_ob2,ffmq_ob1,ffmq_nr2,upps_pm_2,ffmq_ds1,ffmq_ob4,upps_pm_1,upps_pe_1,upps_ss_5,upps_pm_4,ffmq_nj3,upps_pm_3,upps_pm_5,ffmq_aa3,ffmq_ds2,upps_ur_1,ffmq_nj4,ffmq_aa2,ffmq_ds4,upps_ur_4,upps_pe_4,ffmq_nj1,ffmq_nr4,ffmq_nr6,upps_ur_3,upps_pe_3,ffmq_nr7,erwerbstaetig_sub,ffmq_nr3,ffmq_nr5,ffmq_ds3,ffmq_nj2,ffmq_aa1,upps_ss_1,ffmq_nr1,ffmq_aa4,upps_pe_2,Data
0,0.780282459355247,0.5956676778663527,0.40907600991495996,0.4414396114234952,0.19369562925699554,0.2866939663411526,0.12795960706382872,0.152552613705596,0.0821611781428013,0.1397145086933196,0.07526736710125309,0.03928280296513232,0.06225541773488023,0.05043210683812757,0.03247358524422394,0.050946794405540966,0.03975692088902053,0.060386284266552875,0.03862601628556233,0.033574435163858066,0.03323742189730809,0.03823379753896682,0.04974106271247895,0.02793375185747506,0.020067877450911258,0.028351972360418153,0.020302022793058004,0.03400011841736901,0.026978326570438374,0.012147482636125067,0.02468772723784637,0.013519693984812056,0.020388224598832504,0.015810100039808907,0.026515137031833735,0.02857252540887454,0.021158827869020076,0.03570531829361776,0.026379622580667964,0.010276981637961742,0.020678797323682576,0.008347174197183263,0.012656472403064946,0.023962497696830523,0.01082966498773158,0.012350160857165872,0.01986156862973413,0.011217340650330976,0.011947856955653544,0.00901291567872824,original
1,0.7050104010663517,0.5113650039618883,0.4408272427575268,0.32467154764009387,0.16315618494543535,0.2694996197375774,0.12791995435988357,0.22246954896061563,0.20476731653272828,0.15379095840285273,0.16396031709007566,0.06509057274117609,0.044902813835854344,0.04613641448756558,0.04149901252723483,0.03766894141575712,0.06702012180508157,0.03851458601171734,0.05287197344458616,0.040119705913343795,0.04870135864321475,0.03934404587029669,0.028836268341897675,0.02127290912056564,0.03578487189156956,0.02914179677331331,0.04552442650417685,0.021047291199445754,0.026715526125995613,0.025308476153568585,0.020721853496940144,0.02840731447079627,0.03073611090857662,0.02699844951294729,0.029360573462061165,0.012511233734447331,0.020931319021567973,0.022101665453157438,0.027866660142171387,0.02447997172463414,0.013612880219646349,0.02174020902745724,0.027155715735798367,0.014845004643580262,0.021989851409005633,0.018782251906614023,0.021092131072560735,0.011190759683411964,0.008914853772963766,0.012479956348514733,original
2,0.8157377464097507,0.4499281322770175,0.5432464353580201,0.31131351471118873,0.40520538759446895,0.15958011456565305,0.1677745174781213,0.1735412743023238,0.08955046904181076,0.11915097299595576,0.1600142772361677,0.0766160193176282,0.07565052035842568,0.06606478050760857,0.077591979577494,0.08874203706783362,0.07753974916683298,0.04153266382881848,0.07244478934002188,0.044631657758733824,0.030237515562503262,0.028974688270645227,0.036344785015219365,0.05237629565475412,0.03075995900631507,0.03169221704499992,0.035749737062840216,0.034782223722975875,0.03205981975651045,0.024256628881024388,0.03283690188136776,0.029174229101500117,0.02511763629398366,0.0192988577469477,0.03452155897417596,0.02886101495233779,0.02472676804442811,0.021060968649251353,0.048453889075234645,0.022667866214031596,0.019852429335759956,0.02217708840124698,0.027333203126258487,0.018921935423472938,0.01942955186196139,0.023005372114888237,0.015576629264354833,0.016399471679839617,0.013951561277330089,0.014892263173936377,original
3,0.7716879262270377,0.5451805460435203,0.46090252901672785,0.28350566458816756,0.278550119762911,0.20642660394002224,0.2296473152212795,0.1554259821299201,0.14948163505927015,0.12615388819785595,0.12399421627003708,0.1013647869737855,0.04753801902070612,0.05650178013391212,0.05047594388081425,0.046601498638744666,0.08625901291099274,0.05754248233919901,0.054448479646425935,0.042313839527117654,0.039922090413476434,0.04700718194262816,0.04146244100734855,0.0322092059975509,0.04163823152682796,0.05423167377772068,0.03399872967152349,0.03447540811221505,0.027894074519259137,0.03129214597957716,0.036266622622709604,0.04415386638178319,0.027107540627066516,0.02454123078021681,0.03639842739713557,0.019943790050204243,0.03558206244324864,0.04488023941969541,0.06430578990048821,0.03215851691010952,0.022956130931660285,0.02060609663916748,0.02321540390155975,0.028503957191797383,0.019057985302569063,0.021372936898736827,0.03115788922760952,0.01626795701626593,0.024045035545124528,0.020733594757496223,original
4,0.8086132143989153,0.4994615726334511,0.36633315457895654,0.3919668655204842,0.260796238408833,0.16609817133511784,0.2241016247561489,0.22091738515411685,0.12856916724469536,0.11104972778432823,0.059061926728872276,0.06808175222516617,0.01988001316809286,0.04414482978120653,0.040147884763360134,0.04201182937593386,0.03059210101932795,0.025258472599798368,0.01739321527482296,0.01253587409788777,0.024720627845818518,0.019201974503416167,0.05086151248835533,0.015350202635996027,0.015685889922476316,0.007378390998283412,0.025396403807256166,0.009299871184595437,0.020996832176903,0.01399646536979624,0.03309523935751183,0.012030326279958078,0.00864106761742318,0.028587427179250547,0.010756293552500662,0.010983068525773233,0.011659638100826477,0.00686397568961497,0.04531219475835645,0.011809067985843531,0.021095326480355895,0.011483887792194596,0.012726510692945794,0.01056895595570694,0.01212286656888705,0.020529086447485384,0.007236554500564279,0.007930389852966936,0.0075404843668609636,0.00549857485847088,original
5,0.6570526933661437,0.5478949663727968,0.5438112045398573,0.39908672478742835,0.26004471849863237,0.23238556292463916,0.22062937299546892,0.19621591091905224,0.09948370613361662,0.11885836454283578,0.1363380656894633,0.15937674200317992,0.06748809960987176,0.07243704879131316,0.06835691616109806,0.10160743911793171,0.05549683633752888,0.051014797513032686,0.09495133972265013,0.06865938623073838,0.033903742280908686,0.038370446766733936,0.044991377991152166,0.041299918755019156,0.03096764859508556,0.0501837115299262,0.0424406313231344,0.0351771246479199,0.04641806051985443,0.026874018004239563,0.025735083276905896,0.027266979457558436,0.037771345957099356,0.038535816537018035,0.020707352517235367,0.026906845162033403,0.049116883828491734,0.05159383366946222,0.02894106747093119,0.053521121504305776,0.027843556655560833,0.022264377983849414,0.022043269323190923,0.02342240465592975,0.023075682725238383,0.02018922448723984,0.02620148657357611,0.02697487267456679,0.01405151246161498,0.017765145890098966,original
6,1.0979409825471937,0.4332988552779916,0.414151701095359,0.3357724471978932,0.12642953711696997,0.2634398163034914,0.1971719744591276,0.23273942970875303,0.10572362984552874,0.12544094472681006,0.13724114739159105,0.0327730920366575,0.06955147524305169,0.06981247625436246,0.0504248013839574,0.06031860124493946,0.0713656378965785,0.06309266141850375,0.02300032053363118,0.02556966353728045,0.04284473848905665,0.06370264836501974,0.021463906620027663,0.0218269238398217,0.021619253256148944,0.019644967392889557,0.025165438514260244,0.019529503078307794,0.017582899684853895,0.04441740474486422,0.01753740526932351,0.017770625064205917,0.017631630844410398,0.03884033352795531,0.02548597649410266,0.020904938456328192,0.022357526256630282,0.02724567801811468,0.015519439545198955,0.013365531035799467,0.014612502225151374,0.022747981068999078,0.009083356199190828,0.020745249558588256,0.018139005054086627,0.015234597529558712,0.01380568599778356,0.019952710670325627,0.01869359140066807,0.014278235437578833,original
7,0.6576426200546345,0.8228587616292435,0.6416170322163275,0.3828521630367792,0.24111087917225674,0.16006946210110243,0.18200851104785531,0.08463839934289986,0.08502004867135764,0.10836893803062103,0.09676691022916678,0.04224467518807896,0.03827022182449094,0.037828350802174324,0.022253444397174645,0.029869716577511394,0.048964371199880376,0.0345764477289052,0.02036501631732571,0.02200089001461546,0.013384439825354193,0.021831319698962716,0.015434331847255121,0.01824558479127828,0.04912982290328917,0.01916027090030954,0.03496902077265801,0.0073842096057384074,0.009597701216871531,0.010186117207154717,0.013880353089890489,0.010637848907113136,0.0195468654710481,0.007269967301843142,0.01509051681990568,0.022077825083404518,0.007096765709903006,0.02112449315211986,0.013982625422985218,0.011997314088477968,0.014790168128995237,0.0070057653762141195,0.007366143370424135,0.006699848384219958,0.004510105593721537,0.01243673323667056,0.008147471846638377,0.01618209812669797,0.009598690928280564,0.004986248840281076,original
8,0.890091353844303,0.6344748003719316,0.32563238063845046,0.313982115785517,0.07982618280718415,0.2379489185329038,0.2647786762177603,0.18565801570394036,0.12823026397930434,0.21365861333785674,0.08917307905567488,0.11052830473019615,0.0528973478366785,0.061978746430828,0.055603527535381184,0.054222047180478884,0.09803185431748203,0.06354209148315401,0.032098434364999484,0.05762908373137037,0.03700835619292187,0.04971325551384204,0.03488904658562126,0.080726745053032,0.02614377256184005,0.05007134859602457,0.027045658647932222,0.028629741340371644,0.03792635319471243,0.04042198709833091,0.04002150695735912,0.04810138304669631,0.02567939583357634,0.035564459155180764,0.046858099743744115,0.031327591813590655,0.037773788973567625,0.024306875071249373,0.032218216797131424,0.024019071776496682,0.03782971729077549,0.030697783154333694,0.0206962874714162,0.026517093290491525,0.022820303153674427,0.025460685262136174,0.02989009128836957,0.02219610366068335,0.017458528601814474,0.018013625618972563,original
9,0.8295506058555674,0.4890570704418426,0.18667675755495516,0.16412024279420012,0.16764826792257903,0.21033115123653798,0.2545866833168579,0.081458227363281,0.06907520734695388,0.02223296846687802,0.08162436120159511,0.016168576128873704,0.041354334592242664,0.038843903939211805,0.003982032955205668,0.008304446695177421,0.016672492777640643,0.01762528622275562,0.0059497846578359355,0.006645899384053427,0.01548788619315549,0.020583080960628903,0.01777223180451054,0.00827559946231413,0.011667053686616835,0.006857422769018875,0.0051123756301833835,0.0015209452066480761,0.004290337924637744,0.002717537450917577,0.005051619459489908,0.0008627243453033176,0.003040834307549845,0.0033436040146742453,0.013826526651123206,0.004501621288269742,0.0016990687528157479,0.0008484251205096399,0.004384374192254569,0.0011985767701051656,0.0018635998710759246,0.0005390298037676336,0.0015772101382389287,0.0008671247016697498,0.0016765991816666964,0.002098735403049528,0.0013226695534958443,0.0013546719971101243,0.001507046079660801,0.0015537361768503794,original
