,dmq_cope_2,dmq_cope_4,geschlecht_kod_male,dmq_cope_1,upps_ur_5,dmq_cope_5,dmq_cope_3,upps_ss_2,upps_ur_2,ffmq_ob1,ffmq_ob2,ffmq_ds1,ffmq_nr2,ffmq_ob3,upps_ss_4,ffmq_nj4,ffmq_nr4,ffmq_ds4,upps_ss_3,upps_pm_4,ffmq_nj3,ffmq_nj1,ffmq_ob4,upps_pe_5,ffmq_nr6,ffmq_aa3,upps_pe_1,upps_pm_2,upps_ur_3,upps_pm_1,ffmq_aa2,upps_ur_4,upps_pm_5,ffmq_nr3,ffmq_nr7,upps_pe_2,ffmq_ds3,upps_pe_4,erwerbstaetig_sub,ffmq_ds2,ffmq_nr5,ffmq_aa1,ffmq_nj2,upps_ur_1,upps_ss_5,ffmq_aa4,ffmq_nr1,upps_pm_3,upps_pe_3,upps_ss_1,Data
0,0.14078471465393086,0.09365842231135908,0.0383972222886795,0.042878928456324315,0.013602133215495494,0.02137843056284987,0.0067825860789287205,0.012449424219741111,0.01856124905843365,0.009649230143325537,0.007478267405874617,0.004465663982712531,0.0032832111987150304,0.008805717374562216,0.0002927100119320958,0.0011663609800204645,0.0060045509199884274,0.0009651481393136652,0.004655747756795547,0.007292757961325236,0.0004362835961031708,0.0005636144623387352,0.00046363030415899067,0.002903580564248698,0.0015666010256774944,-0.001010216063396041,0.003001647695206866,-0.0010365371611126939,-0.0012845487502963992,0.0010672138670358323,0.00060541552828971,0.0002960540745610918,-1.4537392913505087e-05,0.00038633686274240907,-0.0010017980618589161,7.327487226794771e-05,-0.0016647905993079637,0.0006075631647206702,4.806699362180922e-05,-9.719456836261297e-05,-0.0006759079932570522,-0.00034842789246615214,0.0004498051167662664,0.0019090585599038424,-0.0006051563399782744,-0.0001072707686064711,-6.727918402499311e-05,-0.0008471912047158137,-6.519297520313216e-05,0.0012169484915175222,original
1,0.08200150097665174,0.10061510284634792,0.03276623748158841,0.035447403423503165,0.010826008375840279,0.012103008368630075,0.023065080213364952,-0.005165356182268555,0.010675637725222408,0.01245330253104331,0.005185691555251182,0.011496432953474477,-0.00013706248330503935,0.001471888524700382,-0.00031938392248263,0.0020478065176232074,0.002290715374108465,0.006042860792316573,-0.00738212509542222,-0.0043146836948988465,0.000869093248012831,0.0015757792389843206,0.0017838339306244454,0.004281545491859351,0.0017198119565792758,0.0018865281816840551,0.0013298018512397536,-0.0032726981644365717,0.00017977682433081287,-0.00023272904285960295,0.0004198118944270246,0.000743082765626868,0.0018918077530314715,-0.0019859243573471463,-0.0015037459428688393,-0.0015116417348697065,-0.001366271342070069,-0.0004652359725193067,-0.0008986572025889928,0.0010392583272139766,-0.0033097666975228424,-0.0018272362897681304,-0.00035361913355029805,-0.0010115620360890976,-0.0013235315421464278,-0.00010103061858737216,0.0006467454938198891,-0.0018407385162034218,0.00036082093577098905,-0.0014697374478771618,original
2,0.12263945661938909,0.07347914837040989,0.03612155934277261,0.021496052173599234,0.018875497560007604,0.013846304013675703,0.001920237660938584,0.016271372510402272,0.009632131688959222,0.014577440240808693,0.0022877195586719413,0.006299933507175148,0.0022245104120978466,0.002062207657628279,0.009260038634922774,0.0019865003341548284,0.0017844674074690703,0.0003295085519734009,0.0033337087655990636,-0.0004003656749970275,0.0006012213130278998,-0.0013798248566604166,-0.001358653210493066,0.0013873983356516683,0.001267148497431414,0.0007064502632611269,0.002508465381555358,0.0002708172060492231,0.0032140343114871574,-0.0013253491152036222,-0.0012960822240907332,0.001253128949755078,-0.003352100410767145,-0.0001044251476245317,0.0014780622835901536,0.0010693829135991263,-0.0007441494710854202,0.004316743646349641,-0.0005884734814473825,0.0032240692011235583,-0.0002894522664761978,0.0010903235372946795,0.0005926339681454285,0.0007186863369024743,0.00033090356835533406,-0.00032053332083060716,0.00016715701816071292,0.001042083121454007,-0.0011254861125127747,-0.0012717861688219644,original
3,0.07633008299950574,0.1116970664259442,0.015564148442270432,0.034856912754211475,0.006982673255543537,0.03891001609995694,0.02853431669371075,0.006216533856841166,0.007679050257860143,0.00424967890711786,0.006024054653852839,0.0033857526674157647,0.0028661232289760585,0.005278782362682433,0.0018550579002157175,0.0025030011687541378,0.002899944062117343,0.002814159751458256,-0.004069857973905189,0.0013463322136876843,0.0027458652334568013,-0.00047226166055057693,0.0029926631453059183,-0.000946571230275195,-0.002521960145969837,-0.0017115721321897647,0.003181934337438341,-0.006730502708551656,0.003327161594330763,0.0004992136607348096,0.003580179202193634,0.0007492815271996633,-0.002269848163140342,-0.0002063272500054336,-0.0012416010489227913,-0.001449057145362198,-0.0036539142516281544,-0.0004833475508978835,-0.0024526626797009786,0.0013087587780261979,0.001265438872704716,-0.00010920938007090708,-0.0013397498399332797,0.00318516889054169,0.001012711957453971,-0.0024141260535448738,-0.0007307180244653044,-0.003852858160910111,-0.004485327632703429,-0.003019018958218467,original
4,0.09317302739583179,0.0553819379199648,0.04320875700538209,0.026752548401411967,0.006342004350726316,0.008635705131295867,0.007992216307193,0.009262367527487237,0.00721542418094373,0.0017809891927573318,0.0026679475181337954,0.0038233182370252085,0.002931762320553655,0.0025693890397945228,0.002011565997481657,-0.00037385029436808325,0.0044951589294768834,-0.0015441714167915067,0.006172314698807102,0.0013684622182991047,0.003093347944090763,0.0009195261008288269,0.00010152958703910642,0.0019443022150384959,0.0005010192241449052,0.0008660121683466193,-0.0002486795692260846,0.0013171053407992738,0.0017766298953488357,-0.0002498573594404196,-9.964843596805828e-05,0.0004885722347940602,0.0001354302866895418,0.00019580548969210242,-6.08830913514824e-05,0.00021237283480805003,0.0005419250942179099,0.00010839646283734572,3.116347429082955e-05,-0.0009161852605976794,0.0009527152094564118,0.001133933207582072,-0.0006346965612392897,-0.0018705134811366265,-0.0005914869705715642,-0.0006047658663330902,0.0005191680166890756,-0.00029135109909667056,-0.0010937764717846576,-0.0009709407480934962,original
5,0.12987945347578136,0.11130910500548714,0.026483575187409326,0.023111630651307103,0.015496339412070737,0.010958846335281259,0.007823548545575676,-0.001231989949429546,0.007654296447836817,0.025359483490617795,0.009093914858565987,0.00803846327948734,-0.009350085327193659,-0.0009127281970812695,-0.004191280641163919,0.004499665779420114,-0.0009814178832698085,0.005584312310726691,0.0008574479078826358,-5.373291195259755e-05,-0.001946497625455068,0.0036025712057994874,-0.008737788043438577,-0.021630109084865356,0.005133016075535601,0.0034365134883446945,-0.0011174266433002233,0.0022903883597184095,-0.004117315676397193,-0.004922755107777355,0.002687270629700367,0.0007258778239731756,-0.007489059983232904,0.0013606952296451146,0.0035674325338337807,-0.0010568345102182186,-0.0009946509064335362,0.0009275545485429859,0.0029196693479593304,-0.004143050221078482,-0.0054648801484122435,0.002250708550561886,0.0023388903798537974,-0.0034649218954321825,0.005219127858803041,0.0032450714318884243,-0.004637961924175993,-0.0043189640481901435,-0.004210946322816022,-0.0013238144261863872,original
6,0.11629305046897143,0.06397841547143505,0.02466508694361482,0.02960741258661851,0.014931488413754069,0.004787723395351273,-0.003673329427970018,-0.0025147193713174975,0.005902763576562287,0.011488155731038795,0.010911288476397617,0.006983573896589834,0.001124085152400789,0.005194039889243473,-0.0020603275187756178,-0.0032922644376623734,0.004668892038731521,0.0023583376291225534,0.0009783101499159618,0.0043010146043557015,0.002349772076960177,0.0010825843263956414,0.00044805043671664047,-0.001180299046416322,0.00037362420676331223,0.0031282031662128395,-0.0014497333102055255,-0.0005871010610953408,-0.001348513015914865,0.0009913805547746347,0.0012695766804262988,0.002342388276969387,-0.0015280131897263184,0.00026941713451540396,0.0012542660310910004,-0.00021961772155429938,-0.0006613716731748043,-0.005765453191145908,-0.0024333675850920166,0.00010718152673329095,7.377526029102021e-05,0.0005662922548062665,-0.0010340219872657873,0.0011060822197923703,-0.0031487972619931525,1.4409864855113862e-05,-0.0032881567339896,-0.0022176239734444047,-0.0008474836345555459,-0.0013727550833453005,original
7,0.155124224998981,0.10782856696955942,0.06364636178011422,0.04044445159039439,0.01001995214860032,-0.0004777242011231975,0.009216401712317968,0.008456808613580124,0.011322148740235927,0.00438535521928376,0.00467784179259414,0.004305545134914268,0.004497098178182768,0.0029006736818678823,0.006102350266358136,0.001990609301392532,0.0032704026021910916,0.0006785542896668884,0.000831501041650129,0.0013277443272119104,0.00020010639779985962,0.0021281169049661266,0.0017411877973558143,0.0018893924677288565,0.00036658900046144806,-0.001763885985702096,0.0008232418748503334,0.0014365804914384327,0.001700656658187416,-0.0011483360703027357,0.0008501991556004839,-0.0020361467801983334,-0.0010816357540041621,0.0007638703343067488,0.0015945145472112232,-0.00021410991846667615,0.0007928228393552006,0.0007690027664136956,-0.0005309720950659958,0.0008938007752375188,-0.000743386876955543,-0.00031566109000745745,0.0011569772756800268,0.0002893553838798857,0.002159512654603146,-0.002227666710495335,0.0003951880440773659,-0.0014967430819983196,0.0002403702927854523,0.000694292407316055,original
8,0.15446873389237745,0.052532275542852155,0.05861837175733847,-0.006028244185853948,0.0009624436818164717,0.005200698330612108,0.014585922438387933,0.021131281607662467,-0.014328374821419765,0.0010636664532080674,0.015387244360380591,0.013327772657710301,0.004616696317026126,-0.0001591289255247652,0.01379076570916533,-0.013883449897395072,-0.005203782109463473,0.00380322282790726,0.011146623582973192,-0.0038811274846972887,-0.03091539813210602,-0.00401670306443872,0.018941718568893873,-0.0011927641992025783,0.0032134278557218398,-0.0029367842976555257,-0.0060557517843003224,-0.014632319510388892,-0.00471004465132302,-0.004239970483088129,-0.001939098585081922,-0.006610087113100527,0.005466864185087894,-0.006946529528587919,-0.006039745443127254,0.001650056190463467,-0.004387642471495956,-0.006335784368383157,-0.007151238420558115,-0.0009717956891612701,0.00285249992269474,0.0029693289927437026,0.0036600729594570168,-0.005470883634553725,-0.0083507399009772,0.004799996387159666,-0.001486630011622425,-0.0019694562573369543,0.002492520661585762,-0.0024855521800581813,original
9,0.09502167429935279,0.059975636676288246,0.02025876146360518,0.011544840245762356,0.011757936890773224,0.003847830373973915,0.015577781955782488,0.00820241696562135,0.0007515212720106357,0.0007582874343790236,0.005901815926050225,0.003625343573158968,0.00020467798235778155,0.0023219294299667405,0.002451044608545383,0.0003721724083280864,0.0001432909556290496,4.2018545170430246e-05,0.0013916919903755654,0.0014681242099794823,0.00010979568808520135,-0.00018243293060986597,0.0005184710324120601,-0.00011611356632876824,0.00032285305030859134,0.0004503672031121453,0.0015367884761350425,0.000261962098843771,0.0002463900088814586,0.000189834574567993,0.0003651724711275617,-0.0004543331546646878,0.00020968228606119688,2.4921885086104377e-05,-8.833166540822557e-06,-4.5292296502186247e-07,0.00010065704247254059,0.00023946693763391425,-0.00019115940219310845,-0.00022889827753636016,-1.9213594623157527e-05,0.00010547760554190378,-0.00031762192040498685,0.0,-0.0009284512798384715,4.1277955150187395e-05,6.295931573498947e-05,6.640777681405918e-05,0.00011414769128944568,0.00016878066024754722,original
