,0,1,2,3,4
0,5.453174116644277,5.734552640025006,6.2594660998359215,7.574273514844546,7.707791080963153
1,5.08683215223665,5.543872653679653,6.042157931457431,6.989659525252526,7.111245414141415
2,5.121494190476191,5.338489666666667,6.126654476190477,7.241475238095239,7.2987893333333345
3,5.270375666666667,5.710939333333334,6.331786666666667,7.265631666666667,7.444413333333334
4,5.301892569546951,5.576078503241729,6.224631841658187,7.303274431605725,7.430233832096821
5,5.139566666666667,5.393500000000001,5.966533333333334,6.646833333333334,6.747766666666666
6,4.494218897213897,4.880122059940059,5.911431419080917,7.248483197968695,7.465774086857586
7,5.424517943447706,5.815241478071915,6.491941372052927,7.250901491139715,7.34308881128699
8,4.8227840375586855,5.26963145539906,5.870265258215961,7.2808779342723,7.359718309859155
9,4.967918268960852,5.431593447999998,6.145628106671934,7.267697883626256,7.309764374014686
10,4.976142513708514,5.326581764790765,6.016191050505053,7.109551357142857,7.1369425079365065
11,5.248837509379509,5.568748831890333,6.186258777777779,7.266887630591631,7.2952775930735925
12,4.946809795093796,5.256932419191919,5.835904928571431,7.204046555555555,7.261247272005772
13,5.4218309930809925,5.732019943019942,6.755300773300774,7.5413801383801395,7.696129222629224
14,5.236349816849817,5.58201766091052,6.531964285714286,7.585356227106226,7.7831199633699635
15,4.9401931376252834,5.180070159592348,6.260328947669117,7.508283580082342,7.530129285384188
16,5.232256666666667,5.493513333333333,6.086950000000001,7.549916666666668,7.58343
17,5.177396666666666,5.453509999999999,6.330508333333333,7.647303333333333,7.707498333333333
18,5.09715017099567,5.436223062049063,5.973612577922079,7.025536290043292,7.135047611111113
19,4.6424088812124245,5.371868066154681,6.07228179793863,7.438867684714369,7.438867684714369
20,5.705383986928105,6.016081699346404,6.466861111111111,7.364710784313726,7.49799183006536
21,5.153783921870812,5.4701351145467,6.231089628782464,7.516251119645936,7.577941287286561
22,4.826156695844428,5.304734796904871,6.132968135079441,7.305325815503107,7.357720249858506
23,5.34428,5.872579999999999,6.3359000000000005,7.33162,7.662119999999999
24,5.197865229110512,5.669126235399821,6.219184411500448,7.102938903863431,7.305342542677448
25,4.857914692640693,5.460245333333334,6.314884038961039,7.467475326118326,7.5750581544011535
26,4.47783851935646,5.212026797202797,6.154806514929515,7.534631356671108,7.54094228829504
27,5.2504289837146985,5.618466810966812,5.980481447124306,7.6068985776128635,7.68503823953824
28,5.353876785714285,5.640503785714286,6.230671619047619,7.3207708809523835,7.400425023809524
29,5.073135847847805,5.6150735641170435,6.712471039427563,7.608407342456255,7.646613981831373
30,5.359453333333332,5.807223333333333,6.5188299999999995,7.8988466666666675,8.00889
31,5.446086021505376,5.7075,6.339802867383512,7.364087813620073,7.456306451612902
32,5.1333600143575016,5.439102177554441,6.361312873893277,7.7908302225412775,7.891954175640105
33,5.2784,5.5280000000000005,6.22618,7.541000000000002,7.71794
34,5.115693191679361,5.593341314546051,6.281768082902581,7.271376935787556,7.338968329965225
35,4.868737471655328,5.260470521541951,6.087887074829931,6.8885853174603175,7.225290476190476
36,5.692894047619047,5.906126999999999,6.450446428571428,7.715202595238095,7.97772326190476
37,5.290571585903084,5.5375201908957425,6.124954845814979,7.203779001468429,7.292222099853157
38,4.550904598800091,5.153259578306079,5.688042685188034,6.995411905506489,7.045627704764405
39,4.8794457443897095,5.400730610290093,6.130679310344828,7.025656622879036,7.061868609742747
40,5.394231666666667,5.594791666666667,6.0676516666666656,8.249193333333332,8.375291666666667
41,5.147669432419433,5.756585497835499,6.268343193843195,7.383351851851851,7.44859199134199
42,4.865303330079122,5.242013840130909,6.326858625359202,7.019058486936046,7.0224281687006025
43,4.959459333049957,5.279783366912421,5.8005304111753695,6.990582766165313,7.174111474415997
44,4.756962071428571,5.229221095238095,6.041900785714287,6.979274095238095,7.130322285714287
45,5.3528736772486765,5.589484126984129,6.391666666666667,7.179054232804233,7.130324074074074
46,4.767637904761905,5.226578571428572,6.0638452380952375,7.291041238095237,7.492619904761904
47,5.4962616666666655,5.632863333333334,6.162471666666668,7.405685000000001,7.548181666666667
48,5.114970570707646,5.843194472622286,6.383464744234093,7.735909087168351,7.735909087168351
49,5.425700000000001,5.684500000000001,6.268460000000001,7.136080000000001,7.05996
