,0,1
0,5.944628361231304,6.727790597575714
1,5.462048348484847,6.28095597041847
2,5.644491523809524,6.775565190476191
3,5.945358333333334,6.822155666666667
4,5.901393268887246,6.6459557606423845
5,5.328244444444447,6.411055555555556
6,5.269020030636031,6.0734987514707495
7,5.553201061417272,6.83812280256049
8,5.680183098591549,6.296089201877934
9,5.970692386942914,6.3483451649544635
10,5.1538192344877345,6.378152920634921
11,5.062802008658008,6.815263157287157
12,5.58389125974026,6.455461391053389
13,5.862716625966626,7.28408028083028
14,6.104532705389849,7.00630834641549
15,5.515595247817771,6.592922581059579
16,5.647953333333334,6.612790000000002
17,5.4484249999999985,6.262591666666667
18,5.339147532467532,6.530293914862915
19,5.6258430102772525,6.624069897454891
20,6.018297385620916,6.889763071895423
21,5.404813735553065,6.659180072552784
22,5.441994624577503,6.684368132796571
23,5.818199999999998,6.848700000000001
24,5.566923405211143,6.650497079964062
25,5.810393710678212,6.6088617503607505
26,5.4954689498981395,6.5728588774281285
27,5.762364770150485,6.39518820861678
28,5.802417714285713,6.534724595238096
29,5.778372012850274,7.442483655434741
30,6.064793333333334,7.441496666666667
31,5.779198924731182,6.739159498207886
32,5.780127063890882,6.803043431442928
33,5.76944,6.5257000000000005
34,5.659091715901808,6.504967606501517
35,5.4264432539682526,6.6281287414965995
36,6.145956261904762,7.039315785714285
37,5.596437958883995,6.5416398678414085
38,5.220490156218728,6.403926141889219
39,5.2800287219485496,6.531433251231528
40,5.869164999999999,7.005348333333333
41,5.6671412938912935,6.568050264550265
42,5.408977949567839,6.457814511370675
43,5.277454118240375,6.265571775498943
44,5.47689180952381,6.293125428571428
45,5.862777116402116,6.745546957671958
46,5.257929571428571,6.496109904761904
47,5.879026666666667,6.710559999999999
48,6.105950670798842,7.052953235916061
49,5.90136,6.63802
