,0,1,2,3
0,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237
1,5.882324774351211,5.903249882441188,5.903249882441188,5.903249882441188
2,5.978135258263843,5.9781389418502355,6.001845763711081,6.001845763711081
3,6.118803772708747,6.228033330390762,6.228033330390762,6.228033330390762
4,6.140605857205176,6.246512455924676,6.246512455924676,
5,5.399149970692394,5.487004508056349,5.517368683396966,5.517368683396966
6,5.5148373015417995,5.5148373015417995,5.5148373015417995,
7,6.320203281862075,6.320203281862075,6.320203281862075,
8,6.132821126205211,6.132821126205211,6.132821126205211,6.132821126205211
9,6.047929398973386,6.047929398973386,6.047929398973386,6.047929398973386
10,5.767088942182267,5.767088942182267,5.767088942182267,5.767088942182267
11,5.817990146160343,5.817990146160343,5.817990146160343,5.817990146160343
12,5.984054264339593,5.984054264339593,5.984054264339593,5.984054264339593
13,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172
14,6.332885124961194,6.422572373662089,6.422572373662089,6.422572373662089
15,5.837105911488116,5.837105911488116,5.837105911488116,6.976758904087693
16,5.786405591869644,5.822041056465498,5.814976786745934,5.814976786745934
17,5.6566652712716055,5.717802966993695,5.678927081296382,6.90599476329101
18,5.803886436049952,5.854988205733125,5.594090304515145,5.594090304515145
19,6.007433389121598,6.007433389121598,6.007433389121598,6.007433389121598
20,6.377138005643078,6.397672377085664,6.397672377085664,6.397672377085664
21,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535
22,5.871194104481724,5.993627809373687,5.993627809373687,5.993627809373687
23,5.903084505321958,6.115601194426673,6.115601194426673,6.115601194426673
24,6.112081720723365,6.122912804715198,6.122912804715198,
25,5.809045644787434,5.809045644787434,5.809045644787434,5.809045644787434
26,5.8888727406044135,5.8888727406044135,5.8888727406044135,
27,5.858528591310951,5.858528591310951,5.858528591310951,
28,6.070241747365457,6.104461239246361,6.104461239246361,6.104461239246361
29,6.500965371971259,6.548962810498202,6.548962810498202,6.548962810498202
30,6.252227837619411,6.565019696679985,6.565019696679985,6.565019696679985
31,6.12950829041093,6.184316026342621,6.184316026342621,6.184316026342621
32,6.093030683983889,6.093030683983889,6.093030683983889,6.093030683983889
33,5.990410615726027,6.070414516367761,6.082495619164514,7.014990180145027
34,5.944875485379579,6.031467809858525,6.031467809858525,6.134059421414687
35,5.770347541489493,5.838143013420144,5.891626899368479,6.60731652797817
36,6.402308161260647,6.461088175763031,6.461088175763031,6.461088175763031
37,5.847824715390076,5.847824715390076,5.847824715390076,
38,5.496346343776519,5.496346343776519,5.496346343776519,5.496346343776519
39,5.77966439525379,5.8313412806596485,5.905316293129101,6.108863044711041
40,6.1256763506441585,6.1256763506441585,6.1256763506441585,
41,5.9045266487861845,5.9045266487861845,5.9045266487861845,5.9045266487861845
42,5.700424102913876,5.844052732943342,5.844052732943342,5.844052732943342
43,5.578034356311017,5.6123316423464225,5.6123316423464225,
44,5.848844606267626,5.936753932153007,5.936753932153007,5.936753932153007
45,6.022157244790687,6.092969211387032,6.092969211387032,6.092969211387032
46,5.7156392823841715,5.914845251649166,5.914845251649166,
47,6.089124587516624,6.140455910787248,6.140455910787248,6.140455910787248
48,6.448380705876811,6.657602266426869,6.730817664246523,6.730817664246523
49,6.2191318662112165,6.211591953308718,6.1773945979891405,9.055103059498709
