,0,1
0,5.615765283790221,6.932879121213171
1,5.47159550053413,6.470087791617154
2,5.578928094190511,6.6243413440143435
3,5.69106948251519,6.857258782364348
4,5.799946958560672,6.853408053528082
5,5.096683186612611,6.236506640343891
6,5.108035143084571,6.1250405392276415
7,5.584495474457726,7.03143900156922
8,5.5706542481277594,6.909146814978834
9,5.805847856135363,6.623268410399822
10,5.045379564853701,6.428874912854378
11,5.037997223390052,6.708000522327361
12,5.452081924114858,6.672271822452317
13,5.676713892117526,7.179587166357643
14,5.983181542705487,7.019300523255888
15,5.340333291336249,6.610756166530908
16,5.462296799483405,6.177407602658515
17,5.190520222973142,6.20420361775977
18,5.248024314837083,6.528666010613527
19,5.603558223122267,6.647520149143403
20,5.917715660200571,7.143502333552789
21,5.2245380326278426,6.883305003589018
22,5.518999848544435,6.654089446630071
23,5.514664810183503,7.012455925427104
24,5.653316716040809,6.595751016257143
25,5.427999850907654,6.398243160239795
26,5.370497426973641,6.619369543212859
27,5.5729669381365765,6.393022004048524
28,5.579815445143572,6.717520602420231
29,5.966568720482968,7.162386811873588
30,5.718512920651766,7.277980361331671
31,5.591081981045988,6.805821463471013
32,5.463599637231835,6.748152793868679
33,5.66819535023013,6.567850753527784
34,5.544098208762314,6.8776623118824185
35,5.538633823941882,6.424960612725208
36,5.972848436042989,6.956040226039683
37,5.37487192952563,6.684756420130958
38,5.092635541869029,6.282280548266299
39,5.309437484738814,6.523675776552891
40,5.498485619359505,6.675733775210177
41,5.342851462105791,6.649072826478795
42,5.265251090595013,6.273533205919803
43,5.163189899798635,6.629461484192734
44,5.484733894706791,6.487489266517498
45,5.570828205739441,6.939915700324295
46,5.251137578919058,6.757854055699331
47,5.795446223610645,6.801089143010099
48,6.246797303427386,7.149567119787296
49,5.939979782414927,6.869341128517664
