,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237
1,5.870402645321185,5.889655819979044,5.900823277286797,5.903123265915433,5.835378385659143,5.835378385659143,5.83938778774012,5.875850353869527,5.919117289880696,5.829295717750694,5.84197402601927,5.91765642857285,5.9614788756503865,5.9614788756503865,5.9614788756503865,5.9614788756503865,5.9614788756503865,5.9614788756503865,5.9614788756503865,5.9614788756503865
2,5.909789762539934,5.954896934560246,5.954896934560246,6.054684986950411,5.913965943675422,5.913913666091073,5.910624232202017,5.934982061022117,6.009475103497797,6.005451205931807,6.041970623534992,6.041970623534992,6.01509552294397,6.032379177260008,5.970531741482788,5.991447487513308,6.116166259621183,6.146029020910374,6.187222555680466,6.187222555680466
3,6.180696781169791,6.180696781169791,6.180696781169791,6.15632134110161,6.15632134110161,6.157268756516317,6.1801695660194715,6.205481611465988,6.176293677449678,6.176293677449678,6.219603640732195,6.241532008139096,6.241532008139096,6.241532008139096,6.241532008139096,6.241532008139096,6.241532008139096,6.241532008139096,6.241532008139096,6.241532008139096
4,6.255002942102196,6.255002942102196,6.255002942102196,6.224395584793528,6.209223512010316,6.196800189999762,6.205126614105356,6.174319095533791,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984,6.157701574864984
5,5.397884086685893,5.397884086685893,5.40347985824436,5.358392821713473,5.358392821713473,5.358392821713473,5.358392821713473,5.354417789043225,5.354417789043225,5.354417789043225,5.3852314168873985,5.443761479056402,5.7034057977720884,5.7034057977720884,5.7034057977720884,5.75861811148867,5.75861811148867,5.75861811148867,5.75861811148867,5.75861811148867
6,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995
7,6.29166350355869,6.350672921758445,6.350672921758445,6.315752127908926,6.345483320159347,6.296667177369267,6.288569572800286,6.2862699870799315,6.300683448639842,6.300683448639842,6.300683448639842,6.365992539566339,6.365992539566339,6.365992539566339,6.365992539566339,6.365992539566339,6.365992539566339,6.365992539566339,6.365992539566339,6.365992539566339
8,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.10202308170187,6.2486804364796855,6.2486804364796855,6.2486804364796855,6.2486804364796855,6.2486804364796855,6.2486804364796855,6.2486804364796855,6.2486804364796855
9,6.0179013304493845,6.0179013304493845,6.0179013304493845,5.997222239928919,6.013899167404002,6.008547381366893,6.008547381366893,6.011642980687588,6.0611701066328365,6.0611701066328365,6.114081442284986,6.102124108340664,6.102124108340664,6.102124108340664,6.102124108340664,6.102124108340664,6.102124108340664,6.102124108340664,6.102124108340664,6.102124108340664
10,5.787003510366138,5.787003510366138,5.807741126042783,5.807464100915375,5.666192308103671,5.656203770121115,5.656203770121115,5.656203770121115,5.656203770121115,5.656203770121115,5.656203770121115,5.682158485455878,5.754983324100235,5.865839279183865,5.865839279183865,5.865839279183865,5.865839279183865,5.865839279183865,5.865839279183865,5.865839279183865
11,5.793562786693454,5.817592812446184,5.817592812446184,5.806071723111931,5.806071723111931,5.815037582504256,5.821540373174214,5.821540373174214,5.821540373174214,5.815277422736979,5.815277422736979,5.815277422736979,5.834369903550316,5.834369903550316,5.834369903550316,5.834369903550316,5.834369903550316,5.834369903550316,5.834369903550316,5.834369903550316
12,5.875485634539468,5.8942631224116795,5.8942631224116795,5.8942631224116795,5.8942631224116795,5.8942631224116795,5.8803415155230905,5.985611117324347,5.976938279361011,5.976938279361011,6.02486641155986,6.124824708229076,6.124824708229076,6.124824708229076,6.124824708229076,6.124824708229076,6.124824708229076,6.124824708229076,6.124824708229076,6.124824708229076
13,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172
14,6.387930487529951,6.387930487529951,6.387930487529951,6.220711406822855,6.220711406822855,6.220711406822855,6.220711406822855,6.343880753871006,6.343880753871006,6.384121616026184,6.394474453197662,6.417447341248687,6.417447341248687,6.417447341248687,6.417447341248687,6.417447341248687,6.417447341248687,6.417447341248687,6.417447341248687,6.417447341248687
15,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113
16,5.801977253289813,5.8055228775050045,5.807550176783797,5.804700797683439,5.7468229490883,5.7340311036836145,5.697723110895918,5.686043783759097,5.723014554100615,5.694215210557612,5.681679658157858,5.681679658157858,5.724023945869202,5.7307353257990234,5.717809332211578,5.777944391501443,6.176522302850035,6.1891215298595945,6.440907955782928,6.440907955782928
17,5.672894510290588,5.731164508665065,5.729762615581721,5.68670124619967,5.667582596892295,5.667582596892295,5.667582596892295,5.674993166017565,5.6921843674512695,5.6921843674512695,5.704772445959398,5.693233332722184,5.733749122756129,6.014623000988049,6.084069019618038,6.5203794323534385,6.5203794323534385,6.5203794323534385,6.5203794323534385,6.5203794323534385
18,5.708271792980403,5.824849531315683,5.915234882410666,6.021631850658064,5.54546323938423,5.5211664964901495,5.48648819348669,5.808951640413813,5.7990792357007095,5.726905422502073,5.716782421333428,5.845808585577429,5.919432989902108,5.947148770750062,6.040618248720843,6.019921048321134,6.019921048321134,6.019921048321134,6.019921048321134,6.019921048321134
19,5.972685248979238,5.972685248979238,5.972685248979238,5.972685248979238,5.972685248979238,5.972685248979238,5.978564819186233,5.978564819186233,5.978564819186233,5.978564819186233,6.0591858697774335,6.1239160074056675,6.1239160074056675,6.1239160074056675,6.1239160074056675,6.1239160074056675,6.1239160074056675,6.1239160074056675,6.1239160074056675,6.1239160074056675
20,6.428488341912299,6.428488341912299,6.428488341912299,6.428488341912299,6.377556977413857,6.377556977413857,6.377556977413857,6.328886843036085,6.247187667722726,6.240893323354451,6.302533447392469,6.435980105367503,6.435980105367503,6.435980105367503,6.435980105367503,6.435980105367503,6.435980105367503,6.435980105367503,6.435980105367503,6.435980105367503
21,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535,5.921220160431535
22,5.967818378176515,5.9914728064460325,5.9914728064460325,5.966412261220227,5.95891676617334,5.90174835571868,5.923508798137045,5.923508798137045,5.923508798137045,5.930796021896603,5.976128378152132,5.951422144416073,5.951422144416073,5.951422144416073,5.951422144416073,5.951422144416073,5.951422144416073,5.951422144416073,5.951422144416073,5.951422144416073
23,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636,6.068847522823636
24,6.145510728308721,6.162816428799662,6.1674843848364445,6.146375132100385,6.08259100045728,6.078773448144071,6.056282000228683,6.091890657515711,6.091890657515711,6.09455023186827,6.09455023186827,6.084789236334936,6.11821020116565,6.073155126155338,6.073155126155338,6.073155126155338,6.073155126155338,6.073155126155338,6.073155126155338,6.073155126155338
25,5.839147936514718,5.839147936514718,5.819600114869572,5.8026909984735155,5.8026909984735155,5.7969290504426745,5.784658762491147,5.7822588517060005,5.784930477678952,5.8573220240416575,5.892015899813069,5.8411448305085125,5.8411448305085125,5.8411448305085125,5.8411448305085125,5.8411448305085125,5.8411448305085125,5.8411448305085125,5.8411448305085125,5.8411448305085125
26,5.857421556111712,5.87893153649232,5.87893153649232,5.87893153649232,5.87893153649232,5.893538350147634,5.892445224755317,5.892445224755317,5.892445224755317,5.883622537009144,5.866307239208288,5.866307239208288,5.866307239208288,5.866307239208288,5.866307239208288,5.936090402515389,5.936090402515389,5.936090402515389,5.936090402515389,5.936090402515389
27,5.858871896583915,5.858871896583915,5.858871896583915,5.858871896583915,5.835448202230939,5.820361481038725,5.851278137005661,5.847907812506974,5.847907812506974,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252,5.86457560922252
28,6.031829657832896,6.031829657832896,6.0848196389473905,6.0685983000939325,6.0685983000939325,6.0685983000939325,6.075616705881688,6.057978820002655,6.066928220772017,6.066928220772017,6.102092006418296,6.292688737730977,6.292688737730977,6.292688737730977,6.292688737730977,6.292688737730977,6.292688737730977,6.292688737730977,6.292688737730977,6.292688737730977
29,6.536299937069764,6.536299937069764,6.536299937069764,6.4741382395917135,6.4741382395917135,6.4741382395917135,6.475768034023332,6.473855064479214,6.499006109840251,6.51126627048901,6.490497882061326,6.564150295052271,6.564150295052271,6.564150295052271,6.564150295052271,6.564150295052271,6.564150295052271,6.564150295052271,6.564150295052271,6.564150295052271
30,6.49773117437325,6.534988285561492,6.552737094280235,6.473919514939478,6.474285625117586,6.409173309041059,6.424845391292061,6.357602234617867,6.354229021212211,6.354229021212211,6.445579601680992,6.485981822836228,6.485981822836228,6.485981822836228,6.485981822836228,6.485981822836228,6.485981822836228,6.485981822836228,6.485981822836228,6.485981822836228
31,6.176188369822763,6.192652322996558,6.192652322996558,6.192652322996558,6.047218296075597,6.035975770934089,6.048806035290297,6.068175980360817,6.100799336834647,6.11230058852576,6.142068431873533,6.234533935527655,6.247016094107592,6.247016094107592,6.247016094107592,6.247016094107592,6.247016094107592,6.247016094107592,6.247016094107592,6.247016094107592
