,0,1,2,3
0,6.247979925753237,6.247979925753237,6.247979925753237,6.247979925753237
1,5.992390577274802,5.992390577274802,5.897031221346385,5.7380153103268245
2,5.974874250060589,5.974874250060589,6.0256732371142006,5.978218486413576
3,6.18758104261049,6.18758104261049,6.18758104261049,6.18758104261049
4,6.1967126207866725,6.1967126207866725,6.213994245300083,6.213994245300083
5,5.4705512693425815,5.4705512693425815,5.4705512693425815,5.445409833832117
6,5.5148373015417995,5.5148373015417995,5.5148373015417995,5.5148373015417995
7,6.3084171696390055,6.3084171696390055,6.322185424316433,6.322185424316433
8,6.132821126205211,6.132821126205211,6.132821126205211,6.132821126205211
9,6.047929398973386,6.047929398973386,6.047929398973386,6.047929398973386
10,5.767088942182267,5.767088942182267,5.767088942182267,5.767088942182267
11,5.817990146160343,5.817990146160343,5.817990146160343,5.817990146160343
12,5.984054264339593,5.984054264339593,5.984054264339593,5.984054264339593
13,6.262834469071172,6.262834469071172,6.262834469071172,6.262834469071172
14,6.406802580663159,6.406802580663159,6.3761934393649,6.3761934393649
15,5.848502441414113,5.848502441414113,5.848502441414113,5.848502441414113
16,5.807638882106737,5.807828378207164,5.870734331601723,5.805123265912215
17,5.818088580480512,5.785535656556494,5.72094149673163,5.638015157349027
18,5.944050605285048,5.822825474522761,5.8297684346468985,5.722873567067202
19,6.007433389121598,6.007433389121598,6.007433389121598,6.007433389121598
20,6.3911361150715775,6.3911361150715775,6.3911361150715775,6.3911361150715775
21,5.926778457865161,5.926778457865161,5.926778457865161,5.8920390989049904
22,5.956285900475051,5.956285900475051,5.949517317143543,5.949517317143543
23,6.105334484314293,6.105334484314293,6.105334484314293,5.773634834399231
24,6.147875086989805,6.147875086989805,6.143171702755775,6.086209338918294
25,5.80172710141635,5.80172710141635,5.824410444016169,5.824410444016169
26,5.8888727406044135,5.8888727406044135,5.8888727406044135,5.8888727406044135
27,5.88651212209923,5.88651212209923,5.88651212209923,5.773813868162474
28,6.112126222667815,6.112126222667815,6.0828408436943615,6.0828408436943615
29,6.526504982729906,6.526504982729906,6.5353302470361845,6.5353302470361845
30,6.549565508949098,6.549565508949098,6.520031449026761,6.339755856100545
31,6.158241469019041,6.158241469019041,6.181117931062392,6.181117931062392
32,6.093030683983889,6.093030683983889,6.093030683983889,6.093030683983889
33,6.249797987087434,6.158404719591377,6.070307826638948,6.016359196359705
34,6.010845644854349,6.010845644854349,6.010845644854349,6.010845644854349
35,5.833464971026687,5.844805214169376,5.833469725768817,5.803959065729163
36,6.505118667265084,6.505118667265084,6.505118667265084,6.271216768196241
37,5.847824715390076,5.847824715390076,5.847824715390076,5.847824715390076
38,5.553727238678831,5.553727238678831,5.474255008664691,5.474255008664691
39,5.938644295103529,5.95995264546341,5.8174213111001905,5.620315173837785
40,6.1256763506441585,6.1256763506441585,6.1256763506441585,6.1256763506441585
41,5.943862416313497,5.943862416313497,5.943862416313497,5.725330374495088
42,5.835678774817774,5.835678774817774,5.797352469334544,5.797352469334544
43,5.603071375116864,5.603071375116864,5.603071375116864,5.603071375116864
44,5.897767124829278,5.897767124829278,5.907924497675091,5.907924497675091
45,6.106747834510259,6.106747834510259,6.106747834510259,6.0120470094314795
46,5.871579345352699,5.871579345352699,5.871579345352699,5.704935699233704
47,6.111274908264459,6.111274908264459,6.145425331791561,6.127138549435728
48,6.633103958879554,6.633103958879554,6.632023459025729,6.6264507928225305
49,6.489675666720734,6.438563137260515,6.255691699853129,6.180186597595395
