,dmq_cope_2,dmq_cope_4,geschlecht_kod_male,dmq_cope_1,upps_ur_5,upps_ur_2,upps_ss_2,dmq_cope_3,ffmq_nj4,upps_ss_4,upps_pe_5,ffmq_ob4,upps_pm_2,upps_pm_3,upps_pm_4,upps_pe_1,upps_pm_5,ffmq_ds1,upps_pe_2,upps_pe_3,upps_pe_4,upps_ss_1,upps_ss_3,upps_ss_5,dmq_cope_5,upps_pm_1,upps_ur_3,upps_ur_4,ffmq_ob2,ffmq_ds2,ffmq_aa2,ffmq_nr1,ffmq_nr2,ffmq_aa3,ffmq_nj1,ffmq_ob1,ffmq_aa4,ffmq_nr3,ffmq_nr4,ffmq_aa1,ffmq_nr5,ffmq_nj2,ffmq_ob3,ffmq_ds3,ffmq_nr6,ffmq_nj3,ffmq_ds4,ffmq_nr7,upps_ur_1,erwerbstaetig_sub,Data
0,0.09508602428898516,0.1044414243443104,0.08902788591664132,0.056072715327276826,0.022400734556070955,0.00985213192198664,0.015954332043402686,0.004197066397652671,0.0,0.003454561061159056,0.004113348197457234,0.001022005190456854,0.001780343216643765,0.0,0.0,0.0,0.001183716390593803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029159802590812967,0.0,0.0,1.6245353476440628e-06,0.0,0.0,0.0,0.0,original
1,0.12491048453116212,0.1456229574460504,0.05090174633156782,0.0938520229751861,0.01337662383490561,0.006743828430102317,0.0011139339875736233,0.0,0.01136344815720557,-0.004520187546224319,0.006317007852396006,-0.0017476381007798581,-0.00788635595550149,-0.005094083120219228,-0.0016528952023973531,0.0,0.0,0.0,-0.006658582059250273,0.0,0.0,0.0014608639573184478,-0.0026961043578294765,0.0,0.0,-0.004634830140275481,0.0,0.0,-0.00020929626384684762,0.0,0.0025656388722857582,0.00016362290621595442,0.0,0.0,0.0,0.0,0.0,0.0,7.013562570949983e-05,0.0,-0.004581948018534588,0.0,-0.0011958302258350262,0.0,0.0,0.0,0.0,0.0,0.00011291250208035341,0.0,original
2,0.07178336277947009,0.04924011383113482,0.04419919822430346,0.032999925417958764,0.023057800666239924,0.013879211808849712,0.010178779477498678,0.014506485145119263,0.007526514182722832,0.0061623592306902395,0.00985679152112231,-0.004700920979757051,-0.0006162056748431177,0.0,0.0,-0.0008859394846977619,-0.0026129511653452896,0.0,-0.0016198012249170723,0.0,0.0,0.0,0.0005706562656836445,0.0,-0.002431602641324304,0.00040711199942014,0.0,0.0,-0.0016850554370025916,-2.501071626171969e-05,0.0008043289257637532,-0.0008011755703595913,0.0,0.0002009564781427553,0.0,-2.188640370097694e-05,0.0,0.0,0.0015589323244735499,0.0,-1.1699403183806912e-05,0.0,-0.0008306782113969291,0.0,-0.0005242741889798563,-0.005870585030316644,0.00025861236990499804,0.0,-7.768727471113569e-06,-0.0006349411689781315,original
3,0.10418392458057983,0.0925411701296781,0.052126787984784484,0.0560818063255898,0.019855123697123656,0.008134561396295547,0.0021203828663908684,0.025429567864360646,-0.0010240943301305205,0.003298679273156413,0.0034536601950737266,0.00016103267666938147,-0.002047735597558309,0.0,0.0,-0.0006548111794527966,-0.004385748618465879,0.0,-0.00045325174454232677,0.0,0.0,0.0,0.0005019594665189641,0.0,0.009304041330485924,0.0,0.0,0.0,0.0,0.0,0.00031930236072773565,0.0,0.0,-1.5436297858983927e-05,0.0,-0.00032000960025905243,0.0,0.0,0.0,0.0,0.0,0.0,0.00022805847407489921,-0.00362825548933271,0.0,0.0,0.0,0.0,0.0,0.0,original
4,0.07197456848025595,0.057677396672440685,0.09026007984427847,0.04046623863169903,0.030977453145152822,0.009248331538866094,0.010595428826577612,0.01233077881980118,0.006410942313759849,0.004513065644849668,0.001545722685700024,0.0067849475652272725,0.002517619945135685,0.0,0.0005691257197889988,0.0,0.0,0.0,0.0,0.0,0.0,-6.309325291586898e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0010477094582142742,0.0,-0.0012085505556102994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,original
5,0.13850053145491747,0.07668997818403063,0.03313056966565965,0.013429350870277945,0.011239541412052556,0.006030266319353805,0.010365562891715741,0.009850875364573474,0.009470424899206676,-0.0006195491910753303,-0.017917468504807375,-0.020147346191142855,-0.023184827782872553,0.0,0.0,0.0,-0.010394327880810027,0.0,0.0005506211342143352,0.0,-0.004495715190102001,0.00020203605685693572,-0.00027998648229852206,0.0,-0.0038111479221393683,-0.0023552621882090286,-0.0004436755010001958,-0.004796951972034147,-0.004404131071637107,-0.0022390458290680094,-0.0019104697650439983,0.0,-0.0016878462945618677,-0.002858464838049646,0.0,-0.010480742583323011,0.0,0.0,0.003667295140950222,0.0,0.0,0.0,-0.004959862082157629,0.0,0.0,-0.002003899528913766,0.0,0.0,0.0,-0.0011944737800335004,original
6,0.04541195542619316,0.04878755511682616,0.061235354390429264,0.028645369802048303,0.014747474601199628,-0.005189346139864981,-0.004539228426521757,-0.008133148511198174,0.005448464193826563,-0.0038899160139877374,0.0016659531589564125,0.0037006831455666522,0.0030153047051403536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006954441662004984,-0.0026077283777529935,0.0,0.0,0.0,0.0,0.0,-5.886050355404793e-05,0.0,-0.0017365352182952764,0.0,0.0,0.0,0.0,0.002277293317031426,0.0,0.0,0.0,0.0,0.0,0.0,0.0005622067645149164,0.0,0.0,0.0002323157793176933,0.0,0.0,0.0,0.0,original
7,0.0957324366471469,0.07070510691770696,0.05515757778051764,0.028278876715597468,0.025746550602520256,0.013501147702300754,0.013555268183801839,0.0045007644057293295,0.004230165180712342,0.0036469037327289343,0.008586375428745574,0.0030435509243441406,0.003785003645424556,0.0,0.0,-0.0018411061655446703,0.002391110280608011,0.0,0.0,0.0,0.0,0.00026585575025344087,0.0005896463441768419,0.0,-0.008494412369663284,0.00032429423093172094,0.0,0.0,0.0,0.0,0.0004889660100647175,-0.0011019474608181979,0.0,0.0002716863669914082,0.0,0.00022960541713882288,0.0,0.0,-0.0018034878197686123,0.0,0.0,0.0,0.00036418113621921043,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012093538232847978,original
8,0.08475581332238215,0.01871243827122594,0.1598173653540147,0.017931144408558274,-0.024442751145566523,-0.021087217722417572,0.012947758867928072,-0.005893744267357082,0.015943261334845516,0.0028247666070868372,-0.0026139548246914223,0.0,-0.020377039085796446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009037004413542604,0.0,-0.010797197677847458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024986864254007645,0.0,0.0,0.0,0.0,0.0,0.0,0.0015384274792927589,-0.002780220425046764,0.0,-0.010263587499999716,0.0,0.0,0.0,-0.00012395916331932045,original
9,0.03452676711355621,0.0454702200799636,0.07745476171740655,0.028421354773625694,0.03194801662238972,0.020736398622375342,0.0011712292266002234,0.007974311999468176,0.010662305846809817,0.004523892175602606,0.001274416303192105,0.0017470513903503626,0.000773760766831888,0.0,0.0,0.0015680126832989694,-0.005999889617846588,-0.0016928840337228968,0.0,0.0,0.0,0.003737690965837337,-0.0008235721109661531,0.0,-0.004560353682220852,0.0011653022720931384,-0.004082364059776866,-0.0003463887519780218,0.00044796437633990436,0.0,0.0,-0.0034497992087578868,-0.001594002343958112,0.0,0.0,0.0016260669358322045,-0.003994535031239743,-0.0018195929747946815,0.0,0.0,0.0,0.0,-0.002989635775637156,0.0,0.0,-0.0026733346129681145,0.0,0.0,-0.005362638507929363,0.0,original
