,MAE,MSE,R2,Data,Dummy
0,2.713773185328104,12.873865030052084,0.41677546797748966,original,1.0
1,2.882170009718444,16.236619209804275,0.4009931708667016,original,1.0
2,2.834621575573723,14.415184112484935,0.32137013631341615,original,1.0
3,2.7656656501700336,13.33197217669101,0.3643541650960951,original,1.0
4,2.730934117334133,13.936423503215575,0.37273894007914443,original,1.0
5,2.3123164301536963,9.759664136528949,0.227110343573237,original,1.0
6,2.8942026585653333,15.329694025812662,0.2951054592108212,original,1.0
7,2.7600202514532333,14.055439589505983,0.309908452706224,original,1.0
8,2.5483362936163885,10.873040936363848,0.23374788149572256,original,1.0
9,2.935858527192011,15.501365352027138,0.31234627404237636,original,1.0
10,2.852898605617193,15.542150682545556,0.27542421060393685,original,1.0
11,2.9374932193240473,17.592405972958048,0.3251961622008849,original,1.0
12,2.6890844443233557,13.043719546216044,0.33821818639188006,original,1.0
13,2.7321466158590493,11.796602561216249,0.2472624006983175,original,1.0
14,2.9552384914680334,14.991998607970865,0.28743899085672386,original,1.0
15,2.7414770907035684,11.885041180288919,0.2185572334793695,original,1.0
16,2.844885909683347,15.180960039694394,0.4077710489476938,original,1.0
17,2.3029689628970864,11.337154265365795,0.45497332999861584,original,1.0
18,2.613252629979576,14.05171112757641,0.31272688854441,original,1.0
19,2.6625768284678935,13.018103869487582,0.30688035451750995,original,1.0
20,2.6780691705451742,11.23395940227939,0.23375739867544787,original,1.0
21,2.402218054041309,8.614682479391833,0.2556802392113434,original,1.0
22,2.757335246116621,12.71077991085664,0.32292589338699307,original,1.0
23,2.790992245839449,15.830023794246193,0.35581177384484985,original,1.0
24,2.761453237581744,12.95577655590916,0.31139039480880815,original,1.0
25,2.906361219901922,16.278941929896277,0.3075737162953517,original,1.0
26,2.7225253725283562,11.725204451987059,0.15802896387400045,original,1.0
27,2.6981023960139163,13.333388082349357,0.3023697661021455,original,1.0
28,2.7266656933365283,13.678269580969381,0.2872188858275465,original,1.0
29,2.919900845806671,15.801363720327425,0.3572396345397979,original,1.0
30,2.821479381313911,12.600285567163846,0.02633581633989035,original,1.0
31,2.4004030486588963,9.56211087499666,0.3430630908381198,original,1.0
32,2.4769224282618305,9.589166045779722,0.2597467908676365,original,1.0
33,2.4171814873066775,9.703872492127072,0.39425001297616225,original,1.0
34,2.666375128354508,12.289018018413639,0.36749422163591516,original,1.0
35,2.816993096792237,16.78178925062188,0.39540552685180086,original,1.0
36,2.8127099350335474,13.700578334787572,0.22383362784180638,original,1.0
37,2.518569766870867,11.376281200657147,0.2999039237484523,original,1.0
38,3.3159843366537514,22.03494824487788,0.25900816673858973,original,1.0
39,3.021920354762197,16.17258426088115,0.36757659582670565,original,1.0
40,2.9967763999361443,16.35540353965062,0.38783013352307627,original,1.0
41,2.777944351008581,15.11807492473783,0.41142514279282283,original,1.0
42,3.024982985555543,17.150064487457353,0.37655172647419144,original,1.0
43,2.9014189254022313,18.72714622612899,0.3566212754056862,original,1.0
44,3.04968052199118,18.79651773604168,0.36901357422541536,original,1.0
45,2.9824562903020975,16.954119439383863,0.33673481161649255,original,1.0
46,2.6609988146269847,14.478529573903312,0.3299303679785578,original,1.0
47,2.738534322415781,12.705109555702515,0.38720646909036693,original,1.0
48,2.6737813988463546,12.100906210832616,0.1967856433973677,original,1.0
49,2.960926825509668,15.284916673496916,0.3280616914607356,original,1.0
